,period_begin,zip_code,property_type,property_type_id,median_sale_price,median_list_price,median_ppsf,median_list_ppsf,homes_sold,new_listings,inventory,median_dom,avg_sale_to_list,sold_above_list,Year
4004,2013-10-01,78729,Condo/Co-op,3,161500.0,187450.0,117.6002239,125.8814022,4,4.0,20.0,14.5,0.984732784,0.25,2013
4556,2014-01-01,78729,Condo/Co-op,3,146950.0,125000.0,120.2654023,120.6680488,2,6.0,4.0,11.5,0.986835176,0.0,2014
5140,2014-04-01,78729,Condo/Co-op,3,144500.0,188000.0,132.5581395,128.6585366,3,7.0,5.0,10.0,1.005032206,0.333333333,2014
5731,2014-07-01,78729,Condo/Co-op,3,181660.0,155000.0,127.6940086,131.2541037,8,5.0,2.0,17.0,0.980542894,0.125,2014
6306,2014-10-01,78729,Condo/Co-op,3,171850.0,148900.0,126.1211644,136.2763916,4,3.0,3.0,68.0,0.990165466,0.0,2014
6856,2015-01-01,78729,Condo/Co-op,3,144900.0,161950.0,134.3570058,124.9140969,3,6.0,4.0,63.0,0.986350609,0.0,2015
7425,2015-04-01,78729,Condo/Co-op,3,158900.0,171800.0,121.0121012,135.7121034,5,4.0,1.0,11.0,0.987036223,0.2,2015
7993,2015-07-01,78729,Condo/Co-op,3,186450.0,177500.0,132.6200077,145.5110824,12,8.0,25.0,28.0,0.994569183,0.166666667,2015
8553,2015-10-01,78729,Condo/Co-op,3,217000.0,219900.0,146.0580913,132.230908,3,3.0,16.0,7.0,0.984217641,0.333333333,2015
9096,2016-01-01,78729,Condo/Co-op,3,213750.0,246175.0,138.3668123,137.1506849,4,15.0,5.0,3.5,1.006175868,0.5,2016
9668,2016-04-01,78729,Condo/Co-op,3,244717.5,234750.0,135.5339449,140.0749111,10,10.0,7.0,6.5,1.002940115,0.2,2016
10234,2016-07-01,78729,Condo/Co-op,3,231725.0,219775.0,138.0660434,144.855439,20,22.0,11.0,32.0,0.986100257,0.2,2016
10793,2016-10-01,78729,Condo/Co-op,3,212000.0,224750.0,140.9395973,141.0150854,15,16.0,10.0,33.0,0.979102996,0.0,2016
11337,2017-01-01,78729,Condo/Co-op,3,232000.0,245000.0,146.6991269,154.0588235,19,13.0,3.0,20.0,0.986367673,0.105263158,2017
11908,2017-04-01,78729,Condo/Co-op,3,282150.0,285000.0,156.5622918,148.8250653,15,17.0,3.0,8.0,0.998265042,0.133333333,2017
12489,2017-07-01,78729,Condo/Co-op,3,239500.0,249500.0,144.6475196,153.7647059,15,13.0,4.0,8.5,0.994879323,0.2,2017
13056,2017-10-01,78729,Condo/Co-op,3,227000.0,237300.0,152.5756337,154.7911548,5,7.0,1.0,7.0,0.991344113,0.2,2017
13612,2018-01-01,78729,Condo/Co-op,3,260250.0,249750.0,151.7032808,167.6627518,6,12.0,3.0,26.0,0.990690393,0.333333333,2018
14191,2018-04-01,78729,Condo/Co-op,3,215750.0,207000.0,165.1581231,168.4171043,12,10.0,1.0,7.0,1.005421481,0.5,2018
14767,2018-07-01,78729,Condo/Co-op,3,290000.0,269990.0,170.1244813,146.5601966,5,7.0,4.0,4.0,0.989420491,0.6,2018
15332,2018-10-01,78729,Condo/Co-op,3,245000.0,185000.0,137.0372522,172.7447217,6,3.0,1.0,76.0,0.963513334,0.0,2018
15904,2019-01-01,78729,Condo/Co-op,3,246450.0,244450.0,161.4635768,161.4022787,10,10.0,1.0,3.5,0.993686594,0.1,2019
16509,2019-04-01,78729,Condo/Co-op,3,224000.0,277000.0,169.3856407,158.7837838,10,11.0,3.0,4.5,0.994239976,0.2,2019
17118,2019-07-01,78729,Condo/Co-op,3,253000.0,244750.0,155.3597009,183.78119,6,6.0,1.0,4.0,1.009718193,0.666666667,2019
17701,2019-10-01,78729,Condo/Co-op,3,296500.0,295000.0,172.2338205,202.2099448,5,5.0,1.0,14.0,0.990331029,0.2,2019
18279,2020-01-01,78729,Condo/Co-op,3,241000.0,287500.0,197.2448341,182.887254,7,8.0,2.0,5.0,0.991441696,0.428571429,2020
18870,2020-04-01,78729,Condo/Co-op,3,270000.0,285000.0,161.5345785,176.3740771,7,11.0,8.0,13.0,0.989399068,0.0,2020
19475,2020-07-01,78729,Condo/Co-op,3,303500.0,310000.0,178.0523595,176.1486443,12,10.0,1.0,12.0,1.001783818,0.5,2020
20073,2020-10-01,78729,Condo/Co-op,3,302500.0,287000.0,181.9001804,183.4034877,7,5.0,11.0,23.0,0.996996281,0.142857143,2020
20671,2021-01-01,78729,Condo/Co-op,3,415000.0,385000.0,228.2728273,214.0625,7,9.0,2.0,29.0,1.109128971,1.0,2021
21285,2021-04-01,78729,Condo/Co-op,3,387500.0,350000.0,249.3789792,230.734909,8,14.0,6.0,17.0,1.151183234,0.875,2021
21916,2021-07-01,78729,Condo/Co-op,3,375000.0,445000.0,255.3763441,264.3369176,11,9.0,5.0,27.0,1.067886409,0.818181818,2021
22549,2021-10-01,78729,Condo/Co-op,3,427500.0,394500.0,282.3421586,323.1902348,8,6.0,3.0,35.0,1.033544921,0.625,2021
79,2012-01-01,78729,Multi-Family (2-4 Unit),4,190250.0,225000.0,89.85248928,98.23035363,6,7.0,4.0,60.5,0.962506822,0.0,2012
639,2012-04-01,78729,Multi-Family (2-4 Unit),4,221900.0,223450.0,105.2637501,103.7811099,4,6.0,5.0,29.5,0.982299848,0.0,2012
1211,2012-07-01,78729,Multi-Family (2-4 Unit),4,212500.0,212200.0,101.2005379,96.16937952,2,6.0,8.0,8.0,0.989532173,0.0,2012
1778,2012-10-01,78729,Multi-Family (2-4 Unit),4,220000.0,199900.0,94.45860204,100.7637475,4,5.0,5.0,42.0,0.973238597,0.25,2012
2326,2013-01-01,78729,Multi-Family (2-4 Unit),4,201500.0,199900.0,98.05364622,94.44708116,8,5.0,3.0,36.0,0.988821795,0.25,2013
2885,2013-04-01,78729,Multi-Family (2-4 Unit),4,230250.5,260000.0,95.64550846,110.4972376,6,15.0,10.0,11.5,1.016441833,0.666666667,2013
3450,2013-07-01,78729,Multi-Family (2-4 Unit),4,215500.0,219900.0,102.3471169,109.5041322,6,5.0,5.0,11.5,1.012094785,0.5,2013
4005,2013-10-01,78729,Multi-Family (2-4 Unit),4,247000.0,250450.0,99.10802775,108.69184,9,6.0,5.0,40.0,0.95897353,0.111111111,2013
4557,2014-01-01,78729,Multi-Family (2-4 Unit),4,421500.0,320000.0,105.5392869,106.7734401,2,3.0,2.0,40.0,0.986140417,0.0,2014
5141,2014-04-01,78729,Multi-Family (2-4 Unit),4,362000.0,262450.0,88.93280632,106.1366587,3,4.0,1.0,135.0,0.970779239,0.333333333,2014
5732,2014-07-01,78729,Multi-Family (2-4 Unit),4,251000.0,342400.0,127.0250033,107.6612203,2,2.0,2.0,6.5,1.024240092,0.5,2014
6307,2014-10-01,78729,Multi-Family (2-4 Unit),4,268500.0,265000.0,103.8272591,136.8801653,4,3.0,3.0,9.0,0.999288316,0.25,2014
6857,2015-01-01,78729,Multi-Family (2-4 Unit),4,257500.0,377000.0,132.7404942,119.9418464,4,5.0,4.0,3.0,0.999879242,0.25,2015
7426,2015-04-01,78729,Multi-Family (2-4 Unit),4,307000.0,279500.0,127.3261508,132.1898788,7,8.0,4.0,8.0,1.029107922,0.714285714,2015
7994,2015-07-01,78729,Multi-Family (2-4 Unit),4,296000.0,307450.0,138.4190436,136.3618417,6,6.0,2.0,19.0,1.038452103,0.833333333,2015
8554,2015-10-01,78729,Multi-Family (2-4 Unit),4,292500.0,406500.0,140.5962286,141.2331332,4,2.0,16.0,11.0,0.995673518,0.5,2015
9097,2016-01-01,78729,Multi-Family (2-4 Unit),4,327650.0,319900.0,140.5000496,156.7357513,4,5.0,1.0,8.0,0.979998719,0.5,2016
9669,2016-04-01,78729,Multi-Family (2-4 Unit),4,326000.0,351000.0,159.7834065,151.690484,3,6.0,3.0,5.0,1.019842733,0.666666667,2016
10235,2016-07-01,78729,Multi-Family (2-4 Unit),4,335000.0,335000.0,149.2911153,150.5720824,7,5.0,11.0,7.0,1.012498988,0.571428571,2016
10794,2016-10-01,78729,Multi-Family (2-4 Unit),4,314200.0,309900.0,133.7011885,141.4141414,5,5.0,10.0,8.0,0.960558674,0.4,2016
11338,2017-01-01,78729,Multi-Family (2-4 Unit),4,308500.0,324000.0,140.6826819,150.767799,4,11.0,1.0,6.0,1.012498977,0.5,2017
11909,2017-04-01,78729,Multi-Family (2-4 Unit),4,342000.0,350000.0,169.3548387,166.920345,11,5.0,2.0,8.5,1.013865918,0.545454545,2017
12490,2017-07-01,78729,Multi-Family (2-4 Unit),4,336500.0,359900.0,159.026465,155.9546314,3,5.0,4.0,56.0,0.985434235,0.333333333,2017
13057,2017-10-01,78729,Multi-Family (2-4 Unit),4,340250.0,344900.0,167.5196438,168.9030362,4,3.0,1.0,11.0,0.973755043,0.0,2017
13613,2018-01-01,78729,Multi-Family (2-4 Unit),4,355000.0,429000.0,172.1629486,156.4551422,1,1.0,1.0,18.0,0.972605404,0.0,2018
14192,2018-04-01,78729,Multi-Family (2-4 Unit),4,370500.0,382450.0,177.0808997,173.9488104,2,4.0,1.0,12.0,0.977619405,0.0,2018
14768,2018-07-01,78729,Multi-Family (2-4 Unit),4,372500.0,369900.0,155.899485,150.0641428,6,6.0,3.0,10.0,0.971564566,0.166666667,2018
15333,2018-10-01,78729,Multi-Family (2-4 Unit),4,385000.0,354950.0,140.7163743,165.6925886,3,4.0,3.0,5.0,0.994103316,0.333333333,2018
15905,2019-01-01,78729,Multi-Family (2-4 Unit),4,344250.0,350000.0,172.0168571,197.8518937,4,3.0,1.0,29.0,0.965358476,0.25,2019
16510,2019-04-01,78729,Multi-Family (2-4 Unit),4,397000.0,385000.0,198.2160555,188.1515781,3,4.0,1.0,7.0,0.99582987,0.333333333,2019
17119,2019-07-01,78729,Multi-Family (2-4 Unit),4,362500.0,357500.0,166.6591873,170.0850662,6,5.0,1.0,21.5,0.985773925,0.166666667,2019
17702,2019-10-01,78729,Multi-Family (2-4 Unit),4,380000.0,385000.0,177.6937618,176.201373,5,5.0,1.0,4.0,1.036875259,0.8,2019
18280,2020-01-01,78729,Multi-Family (2-4 Unit),4,512500.0,425000.0,199.8458127,190.1622718,2,5.0,2.0,6.0,1.020204604,0.5,2020
18871,2020-04-01,78729,Multi-Family (2-4 Unit),4,382000.0,404900.0,205.4023635,207.8783689,3,4.0,8.0,9.0,1.02972429,0.666666667,2020
19476,2020-07-01,78729,Multi-Family (2-4 Unit),4,431450.0,400000.0,200.0599187,179.2583537,6,7.0,3.0,2.5,1.038340971,0.666666667,2020
20074,2020-10-01,78729,Multi-Family (2-4 Unit),4,440000.0,440000.0,188.2640587,191.9720768,7,3.0,11.0,44.0,0.994915864,0.428571429,2020
20672,2021-01-01,78729,Multi-Family (2-4 Unit),4,463000.0,459000.0,242.6624738,194.8217317,1,3.0,1.0,4.0,1.040449438,1.0,2021
21286,2021-04-01,78729,Multi-Family (2-4 Unit),4,525500.0,499000.0,226.245763,232.6150833,10,13.0,4.0,18.5,1.092446625,1.0,2021
21917,2021-07-01,78729,Multi-Family (2-4 Unit),4,510000.0,503500.0,239.9608227,241.7333041,7,8.0,3.0,32.0,1.018967997,0.571428571,2021
22550,2021-10-01,78729,Multi-Family (2-4 Unit),4,595000.0,1037288.0,255.3648069,241.5668374,3,1.0,3.0,33.0,0.968101563,0.0,2021
80,2012-01-01,78729,Single Family Residential,6,182250.0,189000.0,98.75127421,99.19816724,46,85.0,55.0,55.0,0.964718126,0.086956522,2012
640,2012-04-01,78729,Single Family Residential,6,184250.0,196700.0,103.5328953,101.8308947,80,118.0,68.0,17.0,0.98076594,0.1875,2012
1212,2012-07-01,78729,Single Family Residential,6,197750.0,189000.0,98.78361726,104.235594,90,84.0,50.0,23.0,0.988114053,0.2,2012
1779,2012-10-01,78729,Single Family Residential,6,181275.0,204000.0,103.3785923,102.6265521,76,53.0,30.0,36.0,0.979769917,0.210526316,2012
2327,2013-01-01,78729,Single Family Residential,6,207000.0,206500.0,103.8426349,107.1233325,79,82.0,16.0,14.0,0.992498587,0.303797468,2013
2886,2013-04-01,78729,Single Family Residential,6,208500.0,224900.0,107.7397911,109.8895712,95,122.0,27.0,5.0,0.995662867,0.378947368,2013
3451,2013-07-01,78729,Single Family Residential,6,224000.0,228500.0,111.7984976,112.1057505,115,88.0,18.0,12.0,1.003951782,0.347826087,2013
4006,2013-10-01,78729,Single Family Residential,6,220000.0,233450.0,112.2705737,115.2241326,66,58.0,12.0,11.5,0.982954053,0.272727273,2013
4558,2014-01-01,78729,Single Family Residential,6,240000.0,239999.5,119.9478488,124.4856234,57,70.0,16.0,7.0,0.993047884,0.333333333,2014
5142,2014-04-01,78729,Single Family Residential,6,255000.0,249900.0,122.3021583,123.2696797,79,106.0,29.0,8.0,1.001730145,0.430379747,2014
5733,2014-07-01,78729,Single Family Residential,6,247500.0,245000.0,126.8115942,120.7104242,83,94.0,38.0,9.0,0.994251827,0.34939759,2014
6308,2014-10-01,78729,Single Family Residential,6,246000.0,250000.0,118.8751598,126.3431246,77,48.0,16.0,23.0,0.979927594,0.168831169,2014
6858,2015-01-01,78729,Single Family Residential,6,259950.0,264900.0,128.961147,131.1124694,54,75.0,18.0,9.5,0.992470032,0.351851852,2015
7427,2015-04-01,78729,Single Family Residential,6,264000.0,259000.0,133.8003503,134.9887133,92,99.0,18.0,5.0,1.006199497,0.489130435,2015
7995,2015-07-01,78729,Single Family Residential,6,256500.0,269000.0,139.6028833,143.2945077,92,94.0,23.0,6.0,0.997185535,0.336956522,2015
8555,2015-10-01,78729,Single Family Residential,6,260000.0,272450.0,140.3242148,139.5179708,61,58.0,16.0,8.5,0.990730049,0.245901639,2015
9098,2016-01-01,78729,Single Family Residential,6,288250.0,279900.0,138.0372781,146.7449306,54,71.0,18.0,11.0,0.998388736,0.333333333,2016
9670,2016-04-01,78729,Single Family Residential,6,294000.0,289900.0,146.7449306,148.0678448,81,96.0,30.0,5.0,1.006280227,0.419753086,2016
10236,2016-07-01,78729,Single Family Residential,6,281750.0,290000.0,150.0353692,148.7179487,84,83.0,38.0,10.5,0.992673483,0.345238095,2016
10795,2016-10-01,78729,Single Family Residential,6,270500.0,278900.0,147.8251231,150.2783964,58,55.0,17.0,15.0,0.992036132,0.206896552,2016
11339,2017-01-01,78729,Single Family Residential,6,285000.0,299900.0,152.1751882,149.8722359,56,57.0,12.0,9.5,0.990187647,0.321428571,2017
11910,2017-04-01,78729,Single Family Residential,6,300000.0,295000.0,153.638814,155.1928783,81,99.0,30.0,7.0,0.996984638,0.419753086,2017
12491,2017-07-01,78729,Single Family Residential,6,286750.0,305000.0,153.6142584,159.1128255,56,67.0,36.0,9.5,0.983927899,0.25,2017
13058,2017-10-01,78729,Single Family Residential,6,301500.0,302500.0,154.4885177,157.077968,57,52.0,24.0,29.0,0.985431763,0.228070175,2017
13614,2018-01-01,78729,Single Family Residential,6,291000.0,315000.0,153.912081,159.7496218,50,78.0,35.0,8.0,0.994096201,0.4,2018
14193,2018-04-01,78729,Single Family Residential,6,316500.0,302500.0,161.6800921,162.5568545,95,106.0,46.0,8.5,0.999017387,0.378947368,2018
14769,2018-07-01,78729,Single Family Residential,6,301000.0,305000.0,163.7717122,164.9581784,87,93.0,39.0,13.5,0.988112123,0.229885057,2018
15334,2018-10-01,78729,Single Family Residential,6,301000.0,309998.5,153.7353293,165.0111144,68,54.0,18.0,32.5,0.975449659,0.176470588,2018
15906,2019-01-01,78729,Single Family Residential,6,310000.0,320000.0,169.0712353,171.6719804,65,55.0,11.0,17.0,0.993127353,0.338461538,2019
16511,2019-04-01,78729,Single Family Residential,6,327000.0,349500.0,176.626826,175.5617978,75,91.0,26.0,4.0,1.017622975,0.493333333,2019
17120,2019-07-01,78729,Single Family Residential,6,347750.0,345000.0,173.7212585,174.3980344,72,63.0,16.0,6.0,1.002826587,0.444444444,2019
17703,2019-10-01,78729,Single Family Residential,6,348000.0,349900.0,167.5369887,171.6637011,45,41.0,10.0,13.0,0.998429064,0.333333333,2019
18281,2020-01-01,78729,Single Family Residential,6,342725.0,360000.0,180.6266828,187.4198323,46,55.0,11.0,4.0,1.015867894,0.565217391,2020
18872,2020-04-01,78729,Single Family Residential,6,380000.0,384999.5,197.6284585,196.5991689,47,46.0,8.0,5.5,1.004884563,0.446808511,2020
19477,2020-07-01,78729,Single Family Residential,6,377950.0,389500.0,199.1626901,200.7731959,60,77.0,27.0,6.0,1.011041565,0.55,2020
20075,2020-10-01,78729,Single Family Residential,6,399900.0,399900.0,208.7160752,205.2463504,57,39.0,11.0,32.0,1.025839641,0.649122807,2020
20673,2021-01-01,78729,Single Family Residential,6,505500.0,427450.0,229.0548219,223.832095,52,60.0,17.0,25.0,1.131254124,0.846153846,2021
21287,2021-04-01,78729,Single Family Residential,6,500000.0,479000.0,271.2093112,244.4987775,74,99.0,32.0,21.0,1.127721875,0.824324324,2021
21918,2021-07-01,78729,Single Family Residential,6,500000.0,499000.0,270.4081633,257.9987179,79,80.0,35.0,33.0,1.037707218,0.569620253,2021
22551,2021-10-01,78729,Single Family Residential,6,525000.0,499900.0,261.5380279,277.1198484,60,49.0,15.0,34.0,1.020564565,0.466666667,2021
81,2012-01-01,78729,Townhouse,13,210000.0,216000.0,115.5115512,118.8118812,1,1.0,55.0,248.0,0.963302752,0.0,2012
1780,2012-10-01,78729,Townhouse,13,141000.0,134630.0,97.24137931,105.5172414,1,2.0,30.0,27.0,0.962457338,0.0,2012
2328,2013-01-01,78729,Townhouse,13,122760.0,124800.0,110.0,84.32432432,1,1.0,16.0,10.0,1.0,0.0,2013
3452,2013-07-01,78729,Townhouse,13,149400.0,192450.0,96.90785006,117.3702326,2,4.0,2.0,10.0,1.016426282,0.5,2013
4559,2014-01-01,78729,Townhouse,13,157500.0,242750.0,107.6555024,134.5353972,1,8.0,6.0,65.0,0.990566038,0.0,2014
5143,2014-04-01,78729,Townhouse,13,225807.5,248100.0,130.815096,140.9214092,8,9.0,4.0,27.5,0.958025056,0.0,2014
5734,2014-07-01,78729,Townhouse,13,237950.0,249400.0,137.4254743,144.1127445,10,10.0,4.0,27.0,0.982710233,0.2,2014
6309,2014-10-01,78729,Townhouse,13,236200.0,259800.0,142.7160494,146.2533693,7,7.0,7.0,34.5,0.960584477,0.0,2014
6859,2015-01-01,78729,Townhouse,13,242498.0,257550.0,131.2053115,145.1461378,5,6.0,5.0,97.0,0.96256826,0.0,2015
7428,2015-04-01,78729,Townhouse,13,255300.0,266600.0,137.6280323,149.9728997,9,9.0,2.0,43.0,0.949725954,0.111111111,2015
7996,2015-07-01,78729,Townhouse,13,248170.0,259900.0,144.4241316,149.8476539,15,7.0,23.0,13.5,0.954621259,0.066666667,2015
8556,2015-10-01,78729,Townhouse,13,267500.0,272450.0,152.6231197,139.5179708,2,58.0,16.0,2.5,1.000931827,0.5,2015
9671,2016-04-01,78729,Townhouse,13,277000.0,289900.0,125.4528986,148.0678448,1,96.0,30.0,33.0,0.991055456,0.0,2016
11340,2017-01-01,78729,Townhouse,13,175000.0,208000.0,156.8100358,143.5509138,1,3.0,12.0,5.0,1.0,0.0,2017
11911,2017-04-01,78729,Townhouse,13,245000.0,247500.0,141.3108839,148.8274203,5,3.0,30.0,12.0,0.986230341,0.0,2017
12492,2017-07-01,78729,Townhouse,13,175000.0,230000.0,133.3841463,137.5171229,1,2.0,1.0,3.0,1.0,0.0,2017
13059,2017-10-01,78729,Townhouse,13,271000.0,264000.0,146.6413285,155.2941176,2,1.0,24.0,53.0,0.987440191,0.0,2017
14194,2018-04-01,78729,Townhouse,13,248500.0,306623.5,146.6942149,165.7384072,1,10.0,13.0,13.0,0.978346457,0.0,2018
14770,2018-07-01,78729,Townhouse,13,254500.0,298673.0,150.506076,161.9701735,2,7.0,13.0,31.5,0.988235294,0.0,2018
15335,2018-10-01,78729,Townhouse,13,289326.5,334990.0,153.14547,153.5242896,10,1.0,4.0,180.0,0.94448026,0.0,2018
15907,2019-01-01,78729,Townhouse,13,293257.0,307280.0,197.7922705,169.4484816,7,9.0,4.0,129.0,0.96878182,0.0,2019
16512,2019-04-01,78729,Townhouse,13,297744.5,289500.0,157.7014153,151.1749347,8,1.0,1.0,13.0,0.974840308,0.0,2019
17121,2019-07-01,78729,Townhouse,13,312463.0,345000.0,169.4484816,174.3980344,1,63.0,16.0,168.0,1.0,0.0,2019
18282,2020-01-01,78729,Townhouse,13,330000.0,320000.0,217.8299287,210.9286175,2,2.0,11.0,2.5,1.03030303,0.5,2020
20674,2021-01-01,78729,Townhouse,13,467500.0,359900.0,273.3918129,210.4678363,1,1.0,17.0,3.0,1.298971937,1.0,2021
21919,2021-07-01,78729,Townhouse,13,427500.0,308750.0,257.5422395,235.9714165,4,2.0,1.0,33.5,1.059165027,0.75,2021
22552,2021-10-01,78729,Townhouse,13,430500.0,436950.0,239.5209581,277.6350348,3,4.0,15.0,6.0,1.004393191,0.333333333,2021
82,2012-01-01,78730,All Residential,-1,440000.0,649950.0,154.7029703,174.9229524,37,98.0,113.0,115.0,0.958175744,0.0,2012
641,2012-04-01,78730,All Residential,-1,465000.0,542500.0,164.1586867,177.1989096,83,106.0,115.0,54.0,0.968037211,0.084337349,2012
1213,2012-07-01,78730,All Residential,-1,429000.0,476250.0,163.4488811,180.1881855,65,76.0,87.0,54.5,0.966802698,0.092307692,2012
1781,2012-10-01,78730,All Residential,-1,525000.0,472000.0,178.1045752,190.603771,67,44.0,58.0,82.0,0.965615922,0.059701493,2012
2329,2013-01-01,78730,All Residential,-1,466500.0,629900.0,166.0946292,189.4876325,50,81.0,52.0,63.0,0.976166441,0.12,2013
2887,2013-04-01,78730,All Residential,-1,625500.0,599000.0,186.3368347,194.2667008,76,115.0,71.0,25.0,0.977859818,0.065789474,2013
3453,2013-07-01,78730,All Residential,-1,434000.0,509900.0,192.6333811,190.2105138,94,82.0,75.0,41.0,0.976472935,0.170212766,2013
4007,2013-10-01,78730,All Residential,-1,529000.0,477000.0,181.9960861,195.9376031,69,46.0,43.0,66.0,0.971234126,0.15942029,2013
4560,2014-01-01,78730,All Residential,-1,511750.0,549000.0,182.9543739,190.3914591,46,99.0,63.0,50.0,0.972346439,0.065217391,2014
5144,2014-04-01,78730,All Residential,-1,532500.0,589000.0,183.228186,200.5321722,92,105.0,62.0,21.0,0.984058452,0.163043478,2014
5735,2014-07-01,78730,All Residential,-1,555000.0,555000.0,192.6345609,206.9716776,75,77.0,64.0,23.0,0.979169944,0.213333333,2014
6310,2014-10-01,78730,All Residential,-1,533700.0,599750.0,183.8668471,203.4936224,52,40.0,40.0,55.5,0.971715472,0.134615385,2014
6860,2015-01-01,78730,All Residential,-1,525000.0,612000.0,208.7223587,216.6934189,57,84.0,40.0,27.5,0.981510942,0.122807018,2015
7429,2015-04-01,78730,All Residential,-1,672500.0,649900.0,198.5194574,207.8233256,80,107.0,72.0,10.5,0.98419847,0.2375,2015
7997,2015-07-01,78730,All Residential,-1,567250.0,542500.0,202.6060615,208.1763883,68,64.0,49.0,39.5,0.976372896,0.102941176,2015
8557,2015-10-01,78730,All Residential,-1,573000.0,574000.0,199.2570078,207.7226259,65,40.0,27.0,47.0,0.970377674,0.138461538,2015
9099,2016-01-01,78730,All Residential,-1,585000.0,649000.0,212.4645892,210.94265,37,81.0,52.0,11.5,0.986827199,0.27027027,2016
9672,2016-04-01,78730,All Residential,-1,551883.0,625000.0,209.6520506,225.1207729,73,87.0,58.0,24.0,0.984700288,0.164383562,2016
10237,2016-07-01,78730,All Residential,-1,669900.0,565000.0,209.4227923,226.5176684,51,53.0,58.0,26.0,0.973359571,0.137254902,2016
10796,2016-10-01,78730,All Residential,-1,630000.0,555000.0,215.2974504,217.9886686,45,42.0,35.0,40.0,0.970810525,0.088888889,2016
11341,2017-01-01,78730,All Residential,-1,529750.0,633000.0,211.6036299,238.4868421,32,73.0,55.0,35.0,0.98306584,0.15625,2017
11912,2017-04-01,78730,All Residential,-1,632250.0,687000.0,223.8106682,238.5620915,58,83.0,68.0,29.5,0.979116264,0.120689655,2017
12493,2017-07-01,78730,All Residential,-1,560000.0,609900.0,234.3056436,226.0813809,63,58.0,56.0,29.0,0.981903457,0.111111111,2017
13060,2017-10-01,78730,All Residential,-1,716000.0,719000.0,223.7311458,230.6273063,48,43.0,37.0,65.0,0.967755081,0.083333333,2017
13615,2018-01-01,78730,All Residential,-1,536000.0,699900.0,225.2124646,234.4587353,37,69.0,46.0,44.0,0.981766081,0.135135135,2018
14195,2018-04-01,78730,All Residential,-1,685000.0,699000.0,215.718604,215.2787631,81,92.0,44.0,16.0,0.984949157,0.098765432,2018
14771,2018-07-01,78730,All Residential,-1,645000.0,639450.0,222.9562345,238.3233772,67,56.0,40.0,32.0,0.980867358,0.164179104,2018
15336,2018-10-01,78730,All Residential,-1,552500.0,649900.0,224.9786209,249.6671105,32,23.0,26.0,75.0,0.977700352,0.09375,2018
15908,2019-01-01,78730,All Residential,-1,677785.0,774900.0,230.6273063,251.1520737,29,69.0,42.0,32.0,0.985978615,0.206896552,2019
16513,2019-04-01,78730,All Residential,-1,725000.0,759499.5,241.5014164,236.4863514,73,88.0,52.0,20.0,0.983133284,0.191780822,2019
17122,2019-07-01,78730,All Residential,-1,667500.0,719000.0,237.3108403,247.570782,70,57.0,41.0,14.5,0.980825144,0.171428571,2019
17704,2019-10-01,78730,All Residential,-1,748500.0,750000.0,259.0651558,258.8817705,47,34.0,24.0,50.0,0.979011608,0.106382979,2019
18283,2020-01-01,78730,All Residential,-1,680000.0,697450.0,254.0299496,260.633879,44,58.0,25.0,10.0,0.995649162,0.363636364,2020
18873,2020-04-01,78730,All Residential,-1,743470.0,775000.0,244.8367755,251.0450975,51,85.0,39.0,8.0,0.995724262,0.254901961,2020
19478,2020-07-01,78730,All Residential,-1,770000.0,770000.0,253.8260545,257.6109391,75,63.0,35.0,14.5,0.988626641,0.306666667,2020
20076,2020-10-01,78730,All Residential,-1,766000.0,729900.0,263.8089639,271.9587353,58,39.0,19.0,35.0,0.99801537,0.327586207,2020
20675,2021-01-01,78730,All Residential,-1,523000.0,898250.0,290.9716528,308.3072184,26,34.0,17.0,38.0,1.007064928,0.346153846,2021
21288,2021-04-01,78730,All Residential,-1,1137500.0,985000.0,362.691352,322.6752713,75,81.0,24.0,24.0,1.105831681,0.773333333,2021
21920,2021-07-01,78730,All Residential,-1,1100100.0,967000.0,336.0797918,350.0538244,61,50.0,19.0,32.0,1.051121462,0.639344262,2021
22553,2021-10-01,78730,All Residential,-1,902600.0,837500.0,343.7837579,343.2368819,30,18.0,6.0,29.0,1.024503488,0.466666667,2021
83,2012-01-01,78730,Condo/Co-op,3,159000.0,169900.0,179.7385621,180.7565789,11,15.0,21.0,98.0,0.978580932,0.0,2012
642,2012-04-01,78730,Condo/Co-op,3,177250.0,159900.0,177.5114416,190.0900901,12,23.0,22.0,51.0,0.975940645,0.0,2012
1214,2012-07-01,78730,Condo/Co-op,3,144250.0,179500.0,184.115919,191.2173913,16,23.0,20.0,34.0,0.963593671,0.125,2012
1782,2012-10-01,78730,Condo/Co-op,3,174750.0,183900.0,185.0496148,214.8648649,16,13.0,12.0,83.5,0.976085469,0.0625,2012
2330,2013-01-01,78730,Condo/Co-op,3,165000.0,194900.0,170.1701702,188.1471915,15,24.0,15.0,87.0,0.977184092,0.2,2013
2888,2013-04-01,78730,Condo/Co-op,3,169000.0,176000.0,184.1359773,197.2039474,15,35.0,20.0,17.0,0.986819273,0.066666667,2013
3454,2013-07-01,78730,Condo/Co-op,3,185000.0,185000.0,200.2467105,198.1586402,38,27.0,18.0,36.0,0.986398328,0.263157895,2013
4008,2013-10-01,78730,Condo/Co-op,3,187000.0,189000.0,186.1179361,206.4270153,22,19.0,16.0,89.5,0.977982916,0.227272727,2013
