,period_begin,zip_code,property_type,property_type_id,median_sale_price,median_list_price,median_ppsf,median_list_ppsf,homes_sold,new_listings,inventory,median_dom,avg_sale_to_list,sold_above_list,Year
12462,2017-07-01,78721,All Residential,-1,318000.0,327000.0,253.8072883,265.2056142,60,84.0,55.0,21.0,0.976181229,0.15,2017
13030,2017-10-01,78721,All Residential,-1,315000.0,304500.0,241.7289221,256.437152,51,62.0,52.0,56.5,0.963674495,0.078431373,2017
13584,2018-01-01,78721,All Residential,-1,332860.0,359990.0,246.9135802,258.0160321,61,89.0,67.0,29.0,0.980368072,0.163934426,2018
14162,2018-04-01,78721,All Residential,-1,349900.0,360000.0,265.2093802,257.5757576,73,99.0,79.0,28.0,0.982017385,0.219178082,2018
14738,2018-07-01,78721,All Residential,-1,326000.0,350000.0,263.1578947,268.6246418,71,89.0,83.0,28.0,0.96299646,0.183098592,2018
15303,2018-10-01,78721,All Residential,-1,371600.0,374999.0,259.2592593,284.8101266,59,57.0,58.0,39.5,0.973561682,0.118644068,2018
15876,2019-01-01,78721,All Residential,-1,360000.0,372450.0,279.9479167,280.0041694,62,76.0,52.0,54.5,0.96992049,0.112903226,2019
16478,2019-04-01,78721,All Residential,-1,396950.0,435000.0,284.9595718,300.3766478,86,113.0,63.0,22.5,0.985892676,0.255813953,2019
17089,2019-07-01,78721,All Residential,-1,391500.0,377000.0,299.1477273,298.1506774,68,84.0,58.0,21.0,0.987088979,0.279411765,2019
17670,2019-10-01,78721,All Residential,-1,375250.0,399900.0,286.4145658,305.7103064,80,97.0,51.0,26.0,0.972387972,0.2625,2019
18248,2020-01-01,78721,All Residential,-1,428500.0,427445.0,302.6493931,297.798774,90,92.0,48.0,38.0,0.989158832,0.288888889,2020
18839,2020-04-01,78721,All Residential,-1,430000.0,399900.0,304.5783571,321.4285714,60,83.0,40.0,17.0,1.006193043,0.333333333,2020
19443,2020-07-01,78721,All Residential,-1,405000.0,427000.0,322.6081591,326.5180735,92,116.0,74.0,20.0,0.991596596,0.358695652,2020
20043,2020-10-01,78721,All Residential,-1,427500.0,450000.0,319.6071209,333.3333333,82,71.0,44.0,53.0,0.990560407,0.231707317,2020
20640,2021-01-01,78721,All Residential,-1,483500.0,462500.0,346.3375796,348.7084137,65,56.0,24.0,44.0,1.033860195,0.446153846,2021
21252,2021-04-01,78721,All Residential,-1,576404.0,549990.0,422.5714852,397.1332831,64,100.0,55.0,36.0,1.072720423,0.734375,2021
21883,2021-07-01,78721,All Residential,-1,552500.0,552500.0,438.5627159,413.9004679,72,96.0,67.0,36.0,1.034944181,0.486111111,2021
22519,2021-10-01,78721,All Residential,-1,550000.0,562500.0,428.0523256,468.4996517,71,56.0,27.0,43.5,0.997344457,0.267605634,2021
611,2012-04-01,78721,Condo/Co-op,3,201500.0,209990.0,127.8553299,128.8282209,1,1.0,40.0,26.0,0.937209302,0.0,2012
1183,2012-07-01,78721,Condo/Co-op,3,209990.0,201250.0,128.8282209,136.0812365,1,2.0,2.0,3.0,1.0,0.0,2012
1752,2012-10-01,78721,Condo/Co-op,3,205000.0,134000.0,130.0761421,107.7005178,1,42.0,1.0,54.0,1.0,0.0,2012
2300,2013-01-01,78721,Condo/Co-op,3,206625.0,215000.0,137.328843,132.4707332,2,1.0,24.0,113.5,1.001022961,0.5,2013
4531,2014-01-01,78721,Condo/Co-op,3,275000.0,185000.0,233.8435374,162.2460166,1,50.0,17.0,153.0,1.000363769,1.0,2014
5112,2014-04-01,78721,Condo/Co-op,3,273000.0,240000.0,232.1428571,177.5751073,1,57.0,14.0,205.0,0.993088396,0.0,2014
7398,2015-04-01,78721,Condo/Co-op,3,310175.0,250000.0,239.3915132,196.9536691,3,4.0,4.0,3.0,1.000126617,0.333333333,2015
7964,2015-07-01,78721,Condo/Co-op,3,242500.0,350000.0,228.5841813,252.5252525,2,6.0,7.0,72.5,0.991631799,0.0,2015
8527,2015-10-01,78721,Condo/Co-op,3,337500.0,294500.0,188.5541286,211.4142139,4,1.0,6.0,144.5,0.967321397,0.25,2015
