,period_begin,zip_code,property_type,property_type_id,median_sale_price,median_list_price,median_ppsf,median_list_ppsf,homes_sold,new_listings,inventory,median_dom,avg_sale_to_list,sold_above_list,Year,school_rating,30FixedMortgage_3MoMedian,DGL,QQQ,SPY,Inflation_Rate,median_income,Unemployment,mobility_abroad,mobility_withincounty,mobility_withinstate,mobility_withUS
6622,2020-07-01,78752,All Residential,-1,402000.0,399450.0,282.3231722,284.1605764,54,50.0,34.0,19.0,0.99927042,0.333333333,2020,100.0,2.94,56.8149985,270.4150085,332.5849915,1.3,49214.0,3.4%,1.6%,19.8%,3.8%,2.8%
6623,2020-10-01,78752,All Residential,-1,430000.0,423500.0,297.1611722,312.8521645,63,56.0,21.0,36.0,0.997668656,0.253968254,2020,100.0,2.77,54.8950005,292.324997,356.475006,1.2,49214.0,3.4%,1.6%,19.8%,3.8%,2.8%
6624,2021-01-01,78752,All Residential,-1,420000.0,450000.0,327.5402557,309.4124148,50,46.0,14.0,34.0,1.02979809,0.52,2021,100.0,2.81,52.09,318.609985,387.029999,1.7,,,,,,
6625,2021-04-01,78752,All Residential,-1,510000.0,500000.0,345.9412082,378.569394,52,70.0,25.0,31.0,1.0749019229999999,0.788461538,2021,100.0,2.98,51.5,336.51001,417.609985,5.0,,,,,,
6626,2021-07-01,78752,All Residential,-1,520000.0,500000.0,387.0063082,376.89393939999997,54,65.0,35.0,34.5,1.036978986,0.574074074,2021,100.0,2.87,51.665001,367.4349975,441.27499400000005,5.4,,,,,,
6627,2021-10-01,78752,All Residential,-1,525000.0,574899.5,382.5011452,417.7315586,59,48.0,20.0,40.0,0.998206587,0.33898305100000004,2021,100.0,3.07,51.2650015,389.71000699999996,463.2099915,6.8,,,,,,
6628,2012-01-01,78752,Condo/Co-op,3,177500.0,163500.0,129.4675419,113.8367572,5,10.0,7.0,202.5,0.9875003809999999,0.4,2012,100.0,3.92,58.67,63.2649995,135.360001,2.9,33271.0,9.2%,1.1%,25.3%,4.5%,2.7%
6629,2012-04-01,78752,Condo/Co-op,3,102950.0,111000.0,97.66511799,78.32095147,10,8.0,6.0,68.0,0.924756845,0.0,2012,100.0,3.8,55.970001,64.160004,135.479996,1.7,33271.0,9.2%,1.1%,25.3%,4.5%,2.7%
6630,2012-07-01,78752,Condo/Co-op,3,111600.0,127749.5,98.77740943,97.67687337,8,6.0,5.0,25.5,0.9714801820000001,0.125,2012,100.0,3.55,55.82,67.220001,140.78999299999995,1.7,33271.0,9.2%,1.1%,25.3%,4.5%,2.7%
6631,2012-10-01,78752,Condo/Co-op,3,151000.0,92950.0,121.0979548,56.0316414,5,3.0,3.0,136.0,0.955465242,0.0,2012,100.0,3.35,59.0100005,65.36999850000001,142.1349945,1.8,33271.0,9.2%,1.1%,25.3%,4.5%,2.7%
6632,2013-01-01,78752,Condo/Co-op,3,103590.0,137000.0,54.76334871,76.31526316,3,3.0,1.0,74.0,1.013579987,0.333333333,2013,100.0,3.53,56.030001,67.34,151.4749985,1.6,34716.0,8.5%,1.1%,23.3%,3.6%,2.5%
6633,2013-04-01,78752,Condo/Co-op,3,135200.0,125975.0,71.28205128,98.02027629,5,10.0,2.0,27.0,0.973538916,0.2,2013,100.0,3.54,47.49,71.9500005,161.31999950000002,1.4,34716.0,8.5%,1.1%,23.3%,3.6%,2.5%
6634,2013-07-01,78752,Condo/Co-op,3,123950.0,128700.0,91.74431037,111.2125074,10,6.0,21.0,6.5,0.9886809870000001,0.2,2013,100.0,4.46,44.77,76.0600015,168.589996,1.5,34716.0,8.5%,1.1%,23.3%,3.6%,2.5%
6635,2013-10-01,78752,Condo/Co-op,3,127000.0,125000.0,122.5868726,98.14285714,5,3.0,2.0,50.0,0.992232274,0.2,2013,100.0,4.26,42.8450015,83.0399975,178.120003,1.2,34716.0,8.5%,1.1%,23.3%,3.6%,2.5%
6636,2014-01-01,78752,Condo/Co-op,3,148000.0,142400.0,103.6414566,103.309759,1,4.0,2.0,34.0,0.955455132,0.0,2014,100.0,4.34,43.330002,88.510002,184.179993,1.5,37396.0,7.8%,1.0%,24.4%,3.7%,2.2%
6637,2014-04-01,78752,Condo/Co-op,3,135700.0,150500.0,97.06108328,103.6041585,8,8.0,19.0,7.0,0.988407977,0.5,2014,100.0,4.19,43.299999,88.32,188.880005,2.1,37396.0,7.8%,1.0%,24.4%,3.7%,2.2%
6638,2014-07-01,78752,Condo/Co-op,3,156500.0,164950.0,99.38307088,106.30498529999998,8,9.0,1.0,12.0,0.9930836890000001,0.25,2014,100.0,4.13,43.08,97.3150025,197.8499985,1.7,37396.0,7.8%,1.0%,24.4%,3.7%,2.2%
6639,2014-10-01,78752,Condo/Co-op,3,148750.0,144700.0,96.43483343,153.4518512,5,4.0,2.0,13.0,0.985953455,0.4,2014,100.0,4.0,39.7000005,102.11999899999999,203.25,1.3,37396.0,7.8%,1.0%,24.4%,3.7%,2.2%
6640,2015-01-01,78752,Condo/Co-op,3,263750.0,170000.0,175.9207685,114.8545176,2,7.0,3.0,75.0,0.929622271,0.0,2015,100.0,3.71,39.939999,105.339996,206.100006,-0.1,38841.0,7.2%,0.5%,18.1%,3.6%,3.2%
6641,2015-04-01,78752,Condo/Co-op,3,172500.0,179900.0,112.2254318,141.7666303,10,15.0,4.0,5.0,0.995065442,0.2,2015,100.0,3.84,39.279999,109.059998,210.5,0.0,38841.0,7.2%,0.5%,18.1%,3.6%,3.2%
6642,2015-07-01,78752,Condo/Co-op,3,175450.0,169900.0,114.07729640000001,106.9682152,10,3.0,35.0,11.0,1.0136025229999999,0.7,2015,100.0,3.91,36.875,107.67499950000001,206.754997,0.2,38841.0,7.2%,0.5%,18.1%,3.6%,3.2%
6643,2015-10-01,78752,Condo/Co-op,3,171000.0,173200.0,99.18793503,100.17719179999999,1,2.0,1.0,6.0,0.9777015440000001,0.0,2015,100.0,3.94,35.4750005,112.695,205.774994,0.5,38841.0,7.2%,0.5%,18.1%,3.6%,3.2%
6644,2016-01-01,78752,Condo/Co-op,3,160500.0,309500.0,139.7044919,189.89855219999998,2,12.0,10.0,4.5,1.006274587,1.0,2016,100.0,3.69,39.799999,104.07,193.660004,1.0,38363.0,5.9%,0.9%,18.8%,3.7%,3.2%
6645,2016-04-01,78752,Condo/Co-op,3,295000.0,241000.0,187.0422535,176.35127869999997,14,14.0,2.0,78.5,0.9964289940000001,0.14285714300000002,2016,100.0,3.6,41.075001,108.24499899999999,207.86000049999998,1.0,38363.0,5.9%,0.9%,18.8%,3.7%,3.2%
6646,2016-07-01,78752,Condo/Co-op,3,285000.0,194949.5,184.2105263,206.7164502,9,8.0,5.0,12.0,1.007792473,0.333333333,2016,100.0,3.44,43.360001,116.63500249999998,216.6449965,1.1,38363.0,5.9%,0.9%,18.8%,3.7%,3.2%
6647,2016-10-01,78752,Condo/Co-op,3,220000.0,265000.0,177.3183967,247.20149249999997,10,17.0,8.0,29.5,0.988731103,0.2,2016,100.0,3.77,39.439999,118.360001,217.869995,1.7,38363.0,5.9%,0.9%,18.8%,3.7%,3.2%
6648,2017-01-01,78752,Condo/Co-op,3,226000.0,216400.0,201.1945189,230.0,16,22.0,7.0,17.0,0.992784896,0.1875,2017,100.0,4.17,39.3299995,129.26999650000002,233.71499649999998,2.5,41486.0,4.3%,0.8%,17.0%,2.5%,2.8%
6649,2017-04-01,78752,Condo/Co-op,3,218400.0,214900.0,203.6659878,230.0,21,23.0,15.0,18.0,0.996068808,0.23809523800000001,2017,100.0,4.01,40.240002,138.149994,239.699997,1.9,41486.0,4.3%,0.8%,17.0%,2.5%,2.8%
6650,2017-07-01,78752,Condo/Co-op,3,215000.0,220000.0,261.3663133,262.23529410000003,17,17.0,14.0,33.5,0.9881991059999999,0.117647059,2017,100.0,3.88,40.869999,143.96000700000005,246.899994,1.9,41486.0,4.3%,0.8%,17.0%,2.5%,2.8%
6651,2017-10-01,78752,Condo/Co-op,3,214900.0,285000.0,253.1213192,268.42771980000003,15,16.0,17.0,34.0,0.995339924,0.26666666699999997,2017,100.0,3.92,40.650002,153.690002,258.450012,2.1,41486.0,4.3%,0.8%,17.0%,2.5%,2.8%
6652,2018-01-01,78752,Condo/Co-op,3,288450.0,228950.0,246.79530830000002,241.03559869999998,14,24.0,21.0,68.5,0.987085491,0.14285714300000002,2018,100.0,4.33,42.009998,165.699997,273.109985,2.2,45644.0,4.9%,0.8%,17.5%,2.8%,2.8%
6653,2018-04-01,78752,Condo/Co-op,3,220000.0,225000.0,244.3991853,277.2727273,17,23.0,17.0,6.0,1.000992397,0.294117647,2018,100.0,4.57,41.164999,168.36499799999999,270.97000099999997,2.8,45644.0,4.9%,0.8%,17.5%,2.8%,2.8%
6654,2018-07-01,78752,Condo/Co-op,3,289000.0,301450.0,257.4499411,241.61415150000002,20,26.0,23.0,20.0,0.995917663,0.1,2018,100.0,4.55,37.950001,181.059998,285.070007,2.7,45644.0,4.9%,0.8%,17.5%,2.8%,2.8%
6655,2018-10-01,78752,Condo/Co-op,3,290000.0,219950.0,270.4918033,258.06088930000004,13,8.0,11.0,92.0,0.992213397,0.076923077,2018,100.0,4.83,38.490002,167.5,271.890015,2.2,45644.0,4.9%,0.8%,17.5%,2.8%,2.8%
6656,2019-01-01,78752,Condo/Co-op,3,214300.0,222400.0,279.8449612,261.9552415,15,22.0,14.0,53.0,0.988441076,0.2,2019,100.0,4.37,40.130001,171.169998,274.459991,1.6,48454.0,4.5%,2.1%,17.7%,3.6%,3.1%
6657,2019-04-01,78752,Condo/Co-op,3,229900.0,199000.0,257.3336421,248.4466019,22,27.0,12.0,13.5,0.994165953,0.181818182,2019,100.0,4.07,39.580002,184.929993,288.570007,1.8,48454.0,4.5%,2.1%,17.7%,3.6%,3.1%
6658,2019-07-01,78752,Condo/Co-op,3,220500.0,240000.0,229.03113829999998,218.0170576,14,15.0,14.0,14.5,0.995469224,0.28571428600000004,2019,100.0,3.62,45.674999,190.324997,297.18000750000004,1.7,48454.0,4.5%,2.1%,17.7%,3.6%,3.1%
6659,2019-10-01,78752,Condo/Co-op,3,175000.0,314900.0,290.9090909,261.0783488,7,5.0,8.0,42.5,0.958370615,0.0,2019,100.0,3.7,44.9700015,201.484993,309.324997,2.1,48454.0,4.5%,2.1%,17.7%,3.6%,3.1%
6660,2020-01-01,78752,Condo/Co-op,3,184500.0,227700.0,215.0949864,243.28579419999997,10,15.0,11.0,36.5,0.9838047120000001,0.1,2020,100.0,3.47,46.754999,218.16000350000002,323.57000750000003,2.3,49214.0,3.4%,1.6%,19.8%,3.8%,2.8%
6661,2020-04-01,78752,Condo/Co-op,3,240000.0,230950.0,276.26918539999997,289.43566830000003,13,14.0,6.0,21.0,0.9935889509999999,0.153846154,2020,100.0,3.23,50.98,226.860001,292.5,0.3,49214.0,3.4%,1.6%,19.8%,3.8%,2.8%
6662,2020-07-01,78752,Condo/Co-op,3,220000.0,216475.0,264.8998822,175.3303318,11,10.0,7.0,46.0,0.9999206620000001,0.454545455,2020,100.0,2.94,56.8149985,270.4150085,332.5849915,1.3,49214.0,3.4%,1.6%,19.8%,3.8%,2.8%
6663,2020-10-01,78752,Condo/Co-op,3,206000.0,240000.0,267.20618340000004,292.94117650000004,8,15.0,8.0,70.0,1.001308226,0.125,2020,100.0,2.77,54.8950005,292.324997,356.475006,1.2,49214.0,3.4%,1.6%,19.8%,3.8%,2.8%
6664,2021-01-01,78752,Condo/Co-op,3,257500.0,249450.0,305.8888962,285.4861611,24,20.0,3.0,33.0,1.030197885,0.583333333,2021,100.0,2.81,52.09,318.609985,387.029999,1.7,,,,,,
6665,2021-04-01,78752,Condo/Co-op,3,286000.0,299000.0,280.46421660000004,289.55866519999995,17,19.0,4.0,29.0,1.0951525,0.882352941,2021,100.0,2.98,51.5,336.51001,417.609985,5.0,,,,,,
6666,2021-07-01,78752,Condo/Co-op,3,372500.0,345000.0,322.9278794,346.5854496,13,14.0,8.0,26.0,1.071969088,0.846153846,2021,100.0,2.87,51.665001,367.4349975,441.27499400000005,5.4,,,,,,
6667,2021-10-01,78752,Condo/Co-op,3,545000.0,577399.5,352.5758517,359.2933705,18,20.0,8.0,37.0,1.006985045,0.444444444,2021,100.0,3.07,51.2650015,389.71000699999996,463.2099915,6.8,,,,,,
6668,2012-01-01,78752,Multi-Family (2-4 Unit),4,147000.0,190000.0,56.81818182,52.60243632,5,10.0,13.0,67.0,0.905705572,0.0,2012,100.0,3.92,58.67,63.2649995,135.360001,2.9,33271.0,9.2%,1.1%,25.3%,4.5%,2.7%
6669,2012-04-01,78752,Multi-Family (2-4 Unit),4,145000.0,232500.0,111.96911200000001,86.62621874,3,6.0,6.0,92.5,0.991674147,0.666666667,2012,100.0,3.8,55.970001,64.160004,135.479996,1.7,33271.0,9.2%,1.1%,25.3%,4.5%,2.7%
6670,2012-07-01,78752,Multi-Family (2-4 Unit),4,86000.0,175000.0,58.7431694,56.00525571,1,10.0,10.0,35.0,0.966292135,0.0,2012,100.0,3.55,55.82,67.220001,140.78999299999995,1.7,33271.0,9.2%,1.1%,25.3%,4.5%,2.7%
6671,2012-10-01,78752,Multi-Family (2-4 Unit),4,150000.0,175000.0,41.5282392,78.59148985,9,8.0,4.0,55.0,0.903690717,0.111111111,2012,100.0,3.35,59.0100005,65.36999850000001,142.1349945,1.8,33271.0,9.2%,1.1%,25.3%,4.5%,2.7%
6672,2013-01-01,78752,Multi-Family (2-4 Unit),4,179000.0,159900.0,77.68924303,76.88611245,7,11.0,8.0,91.0,0.9661943209999999,0.14285714300000002,2013,100.0,3.53,56.030001,67.34,151.4749985,1.6,34716.0,8.5%,1.1%,23.3%,3.6%,2.5%
6673,2013-04-01,78752,Multi-Family (2-4 Unit),4,227500.0,186900.0,76.30905446,71.99602781,6,5.0,5.0,35.5,0.983034014,0.333333333,2013,100.0,3.54,47.49,71.9500005,161.31999950000002,1.4,34716.0,8.5%,1.1%,23.3%,3.6%,2.5%
6674,2013-07-01,78752,Multi-Family (2-4 Unit),4,110825.0,169000.0,76.69550173,88.33922261,3,15.0,9.0,16.0,0.996577762,0.333333333,2013,100.0,4.46,44.77,76.0600015,168.589996,1.5,34716.0,8.5%,1.1%,23.3%,3.6%,2.5%
6675,2013-10-01,78752,Multi-Family (2-4 Unit),4,153500.0,185000.0,76.64897212,93.62035166,8,2.0,2.0,24.5,0.98649552,0.125,2013,100.0,4.26,42.8450015,83.0399975,178.120003,1.2,34716.0,8.5%,1.1%,23.3%,3.6%,2.5%
6676,2014-01-01,78752,Multi-Family (2-4 Unit),4,155000.0,200000.0,64.59435626,116.5501166,3,5.0,2.0,14.0,0.9737224459999999,0.333333333,2014,100.0,4.34,43.330002,88.510002,184.179993,1.5,37396.0,7.8%,1.0%,24.4%,3.7%,2.2%
6677,2014-04-01,78752,Multi-Family (2-4 Unit),4,230000.0,230000.0,99.56192752,105.00552990000001,3,8.0,4.0,6.0,1.006802721,0.333333333,2014,100.0,4.19,43.299999,88.32,188.880005,2.1,37396.0,7.8%,1.0%,24.4%,3.7%,2.2%
6678,2014-07-01,78752,Multi-Family (2-4 Unit),4,245500.0,232000.0,102.9542651,108.76965520000002,8,6.0,5.0,22.5,0.9644990379999999,0.25,2014,100.0,4.13,43.08,97.3150025,197.8499985,1.7,37396.0,7.8%,1.0%,24.4%,3.7%,2.2%
6679,2014-10-01,78752,Multi-Family (2-4 Unit),4,199900.0,195000.0,116.4918415,95.41883996,1,2.0,2.0,26.0,0.9519047620000001,0.0,2014,100.0,4.0,39.7000005,102.11999899999999,203.25,1.3,37396.0,7.8%,1.0%,24.4%,3.7%,2.2%
6680,2015-01-01,78752,Multi-Family (2-4 Unit),4,245000.0,315000.0,111.72181940000002,140.91915840000001,4,5.0,3.0,120.0,0.949508373,0.0,2015,100.0,3.71,39.939999,105.339996,206.100006,-0.1,38841.0,7.2%,0.5%,18.1%,3.6%,3.2%
6681,2015-04-01,78752,Multi-Family (2-4 Unit),4,290000.0,259500.0,112.97535959999999,117.6691212,6,8.0,5.0,17.0,0.993692762,0.166666667,2015,100.0,3.84,39.279999,109.059998,210.5,0.0,38841.0,7.2%,0.5%,18.1%,3.6%,3.2%
6682,2015-07-01,78752,Multi-Family (2-4 Unit),4,217000.0,235000.0,106.742484,128.3846872,4,5.0,6.0,7.5,0.960847745,0.5,2015,100.0,3.91,36.875,107.67499950000001,206.754997,0.2,38841.0,7.2%,0.5%,18.1%,3.6%,3.2%
6683,2015-10-01,78752,Multi-Family (2-4 Unit),4,240000.0,279950.0,153.6491677,165.6513621,3,4.0,4.0,102.0,0.9738964920000001,0.333333333,2015,100.0,3.94,35.4750005,112.695,205.774994,0.5,38841.0,7.2%,0.5%,18.1%,3.6%,3.2%
6684,2016-01-01,78752,Multi-Family (2-4 Unit),4,275000.0,249000.0,165.2644231,124.5,5,5.0,1.0,28.0,0.976157577,0.4,2016,100.0,3.69,39.799999,104.07,193.660004,1.0,38363.0,5.9%,0.9%,18.8%,3.7%,3.2%
6685,2016-04-01,78752,Multi-Family (2-4 Unit),4,360000.0,365000.0,130.6352459,147.9074375,7,8.0,1.0,9.0,0.9900711320000001,0.14285714300000002,2016,100.0,3.6,41.075001,108.24499899999999,207.86000049999998,1.0,38363.0,5.9%,0.9%,18.8%,3.7%,3.2%
6686,2016-07-01,78752,Multi-Family (2-4 Unit),4,245000.0,399999.0,122.182377,122.68266090000002,3,5.0,3.0,11.0,0.9188214459999999,0.0,2016,100.0,3.44,43.360001,116.63500249999998,216.6449965,1.1,38363.0,5.9%,0.9%,18.8%,3.7%,3.2%
6687,2016-10-01,78752,Multi-Family (2-4 Unit),4,340050.0,383950.0,121.2531402,150.7758934,4,4.0,3.0,55.0,0.999066463,0.25,2016,100.0,3.77,39.439999,118.360001,217.869995,1.7,38363.0,5.9%,0.9%,18.8%,3.7%,3.2%
6688,2017-01-01,78752,Multi-Family (2-4 Unit),4,360000.0,384495.0,131.5789474,125.6832014,5,4.0,2.0,8.0,1.0210129909999999,0.6,2017,100.0,4.17,39.3299995,129.26999650000002,233.71499649999998,2.5,41486.0,4.3%,0.8%,17.0%,2.5%,2.8%
6689,2017-04-01,78752,Multi-Family (2-4 Unit),4,363000.0,365000.0,146.8446602,147.6537217,3,3.0,1.0,5.0,1.038246864,0.666666667,2017,100.0,4.01,40.240002,138.149994,239.699997,1.9,41486.0,4.3%,0.8%,17.0%,2.5%,2.8%
6690,2017-07-01,78752,Multi-Family (2-4 Unit),4,280000.0,319000.0,215.0537634,186.7897727,1,5.0,2.0,33.5,1.0,0.0,2017,100.0,3.88,40.869999,143.96000700000005,246.899994,1.9,41486.0,4.3%,0.8%,17.0%,2.5%,2.8%
6691,2017-10-01,78752,Multi-Family (2-4 Unit),4,335000.0,259900.0,179.92424240000003,172.7245006,7,8.0,4.0,4.0,1.016261386,0.7142857140000001,2017,100.0,3.92,40.650002,153.690002,258.450012,2.1,41486.0,4.3%,0.8%,17.0%,2.5%,2.8%
6692,2018-01-01,78752,Multi-Family (2-4 Unit),4,280000.0,332250.0,153.2846715,167.42415480000003,5,8.0,4.0,79.0,0.954629627,0.4,2018,100.0,4.33,42.009998,165.699997,273.109985,2.2,45644.0,4.9%,0.8%,17.5%,2.8%,2.8%
6693,2018-04-01,78752,Multi-Family (2-4 Unit),4,317500.0,279000.0,144.0480544,142.5651507,4,3.0,1.0,20.0,0.9273890370000001,0.0,2018,100.0,4.57,41.164999,168.36499799999999,270.97000099999997,2.8,45644.0,4.9%,0.8%,17.5%,2.8%,2.8%
6694,2018-07-01,78752,Multi-Family (2-4 Unit),4,323750.0,329990.0,116.55687959999999,172.64276230000002,2,9.0,6.0,79.0,0.8760752690000001,0.0,2018,100.0,4.55,37.950001,181.059998,285.070007,2.7,45644.0,4.9%,0.8%,17.5%,2.8%,2.8%
6695,2018-10-01,78752,Multi-Family (2-4 Unit),4,250000.0,385000.0,113.58201820000001,165.93625500000002,5,9.0,5.0,28.0,0.9319207409999999,0.2,2018,100.0,4.83,38.490002,167.5,271.890015,2.2,45644.0,4.9%,0.8%,17.5%,2.8%,2.8%
6696,2019-01-01,78752,Multi-Family (2-4 Unit),4,390000.0,400000.0,204.41181699999999,197.1893491,6,7.0,7.0,15.5,0.969188312,0.166666667,2019,100.0,4.37,40.130001,171.169998,274.459991,1.6,48454.0,4.5%,2.1%,17.7%,3.6%,3.1%
6697,2019-04-01,78752,Multi-Family (2-4 Unit),4,399900.0,279000.0,197.1893491,157.3426573,7,7.0,5.0,10.0,1.000299619,0.28571428600000004,2019,100.0,4.07,39.580002,184.929993,288.570007,1.8,48454.0,4.5%,2.1%,17.7%,3.6%,3.1%
6698,2019-07-01,78752,Multi-Family (2-4 Unit),4,397500.0,419900.0,178.7546414,198.80478090000003,4,7.0,2.0,16.5,0.987745158,0.5,2019,100.0,3.62,45.674999,190.324997,297.18000750000004,1.7,48454.0,4.5%,2.1%,17.7%,3.6%,3.1%
6699,2019-10-01,78752,Multi-Family (2-4 Unit),4,379000.0,477000.0,169.30572469999998,168.55123669999998,7,5.0,1.0,23.0,0.974780938,0.14285714300000002,2019,100.0,3.7,44.9700015,201.484993,309.324997,2.1,48454.0,4.5%,2.1%,17.7%,3.6%,3.1%
6700,2020-01-01,78752,Multi-Family (2-4 Unit),4,460000.0,375000.0,162.5441696,204.42225390000002,3,5.0,3.0,8.0,1.020621455,0.333333333,2020,100.0,3.47,46.754999,218.16000350000002,323.57000750000003,2.3,49214.0,3.4%,1.6%,19.8%,3.8%,2.8%
6701,2020-04-01,78752,Multi-Family (2-4 Unit),4,392500.0,396950.0,207.3266728,177.52622380000003,4,6.0,2.0,43.5,0.984343867,0.5,2020,100.0,3.23,50.98,226.860001,292.5,0.3,49214.0,3.4%,1.6%,19.8%,3.8%,2.8%
6702,2020-07-01,78752,Multi-Family (2-4 Unit),4,317000.0,249000.0,184.73193469999998,357.2453372,5,3.0,7.0,28.0,0.994527858,0.2,2020,100.0,2.94,56.8149985,270.4150085,332.5849915,1.3,49214.0,3.4%,1.6%,19.8%,3.8%,2.8%
6703,2020-10-01,78752,Multi-Family (2-4 Unit),4,450500.0,459950.0,256.8415051,257.8740878,3,4.0,1.0,13.0,1.0302831190000001,0.666666667,2020,100.0,2.77,54.8950005,292.324997,356.475006,1.2,49214.0,3.4%,1.6%,19.8%,3.8%,2.8%
6704,2021-01-01,78752,Multi-Family (2-4 Unit),4,465000.0,849000.0,283.19123019999995,249.6016994,1,3.0,2.0,58.0,0.96875,0.0,2021,100.0,2.81,52.09,318.609985,387.029999,1.7,,,,,,
6705,2021-04-01,78752,Multi-Family (2-4 Unit),4,397500.0,599000.0,217.9276316,242.3139159,3,7.0,6.0,5.0,1.103829787,1.0,2021,100.0,2.98,51.5,336.51001,417.609985,5.0,,,,,,
6706,2021-07-01,78752,Multi-Family (2-4 Unit),4,585000.0,537000.0,262.2377622,256.9578073,9,10.0,4.0,43.0,0.997617594,0.222222222,2021,100.0,2.87,51.665001,367.4349975,441.27499400000005,5.4,,,,,,
6707,2021-10-01,78752,Multi-Family (2-4 Unit),4,675500.0,499995.0,362.5939588,296.8920543,2,2.0,3.0,52.5,0.9817526320000001,0.5,2021,100.0,3.07,51.2650015,389.71000699999996,463.2099915,6.8,,,,,,
6708,2012-01-01,78752,Single Family Residential,6,188600.0,189450.0,146.8579235,151.74211699999998,15,20.0,20.0,42.0,0.950270567,0.066666667,2012,100.0,3.92,58.67,63.2649995,135.360001,2.9,33271.0,9.2%,1.1%,25.3%,4.5%,2.7%
6709,2012-04-01,78752,Single Family Residential,6,185950.0,194850.0,157.0535125,155.82603319999998,26,26.0,16.0,53.0,0.9766739640000001,0.038461537999999997,2012,100.0,3.8,55.970001,64.160004,135.479996,1.7,33271.0,9.2%,1.1%,25.3%,4.5%,2.7%
6710,2012-07-01,78752,Single Family Residential,6,179950.0,188450.0,152.1848429,168.6006826,18,24.0,15.0,19.0,0.9817619559999999,0.27777777800000003,2012,100.0,3.55,55.82,67.220001,140.78999299999995,1.7,33271.0,9.2%,1.1%,25.3%,4.5%,2.7%
6711,2012-10-01,78752,Single Family Residential,6,183000.0,197950.0,167.1732523,137.58389259999998,23,17.0,10.0,48.0,0.95629168,0.086956522,2012,100.0,3.35,59.0100005,65.36999850000001,142.1349945,1.8,33271.0,9.2%,1.1%,25.3%,4.5%,2.7%
6712,2013-01-01,78752,Single Family Residential,6,195250.0,225000.0,126.2457097,172.7744166,14,33.0,19.0,67.0,0.9687414390000001,0.214285714,2013,100.0,3.53,56.030001,67.34,151.4749985,1.6,34716.0,8.5%,1.1%,23.3%,3.6%,2.5%
6713,2013-04-01,78752,Single Family Residential,6,225500.0,222000.0,185.83252969999998,196.8232393,38,36.0,12.0,8.0,0.994700228,0.39473684200000003,2013,100.0,3.54,47.49,71.9500005,161.31999950000002,1.4,34716.0,8.5%,1.1%,23.3%,3.6%,2.5%
6714,2013-07-01,78752,Single Family Residential,6,252500.0,258750.0,208.3710159,200.4827865,33,28.0,12.0,12.0,0.9796758809999999,0.272727273,2013,100.0,4.46,44.77,76.0600015,168.589996,1.5,34716.0,8.5%,1.1%,23.3%,3.6%,2.5%
6715,2013-10-01,78752,Single Family Residential,6,241500.0,240000.0,200.6232957,209.7701149,22,17.0,3.0,20.0,1.0139505340000001,0.363636364,2013,100.0,4.26,42.8450015,83.0399975,178.120003,1.2,34716.0,8.5%,1.1%,23.3%,3.6%,2.5%
6716,2014-01-01,78752,Single Family Residential,6,272450.0,284000.0,231.4342635,210.56715950000003,16,22.0,7.0,19.0,0.9829781940000001,0.1875,2014,100.0,4.34,43.330002,88.510002,184.179993,1.5,37396.0,7.8%,1.0%,24.4%,3.7%,2.2%
6717,2014-04-01,78752,Single Family Residential,6,272250.0,289950.0,228.4741067,229.26036980000003,20,36.0,14.0,5.0,0.9966042620000001,0.35,2014,100.0,4.19,43.299999,88.32,188.880005,2.1,37396.0,7.8%,1.0%,24.4%,3.7%,2.2%
6718,2014-07-01,78752,Single Family Residential,6,246700.0,274500.0,204.9173497,225.0,29,37.0,21.0,7.0,0.98596028,0.344827586,2014,100.0,4.13,43.08,97.3150025,197.8499985,1.7,37396.0,7.8%,1.0%,24.4%,3.7%,2.2%
6719,2014-10-01,78752,Single Family Residential,6,252000.0,257499.5,201.5050167,197.3316263,21,24.0,20.0,18.5,0.9843929309999999,0.28571428600000004,2014,100.0,4.0,39.7000005,102.11999899999999,203.25,1.3,37396.0,7.8%,1.0%,24.4%,3.7%,2.2%
6720,2015-01-01,78752,Single Family Residential,6,300500.0,299950.0,222.30428360000002,219.64846200000002,23,33.0,11.0,11.0,0.9761906490000001,0.260869565,2015,100.0,3.71,39.939999,105.339996,206.100006,-0.1,38841.0,7.2%,0.5%,18.1%,3.6%,3.2%
6721,2015-04-01,78752,Single Family Residential,6,291250.0,304850.0,213.04347830000003,227.60624769999998,39,34.0,17.0,25.0,0.972516607,0.256410256,2015,100.0,3.84,39.279999,109.059998,210.5,0.0,38841.0,7.2%,0.5%,18.1%,3.6%,3.2%
6722,2015-07-01,78752,Single Family Residential,6,352000.0,299450.0,238.7740556,216.99554069999996,31,46.0,23.0,14.5,0.973036273,0.193548387,2015,100.0,3.91,36.875,107.67499950000001,206.754997,0.2,38841.0,7.2%,0.5%,18.1%,3.6%,3.2%
6723,2015-10-01,78752,Single Family Residential,6,271000.0,315000.0,215.37878790000002,235.15575330000001,30,23.0,14.0,48.5,0.959196409,0.2,2015,100.0,3.94,35.4750005,112.695,205.774994,0.5,38841.0,7.2%,0.5%,18.1%,3.6%,3.2%
6724,2016-01-01,78752,Single Family Residential,6,297500.0,321000.0,190.98712450000002,246.71052630000003,25,17.0,8.0,39.0,0.965014994,0.2,2016,100.0,3.69,39.799999,104.07,193.660004,1.0,38363.0,5.9%,0.9%,18.8%,3.7%,3.2%
