,median_income,SPY,Unemployment,mobility_withUS,property_type,mobility_withincounty,mobility_abroad,mobility_withinstate,median_sale_price
7370,55156.0,140.78999299999995,0.057999999999999996,0.019,Single Family Residential,0.151,0.013000000000000001,0.022000000000000002,266000.0
7371,55156.0,142.1349945,0.057999999999999996,0.019,Single Family Residential,0.151,0.013000000000000001,0.022000000000000002,279570.0
7372,57429.0,151.4749985,0.049,0.02,Single Family Residential,0.145,0.013000000000000001,0.025,292558.0
7373,57429.0,161.31999950000002,0.049,0.02,Single Family Residential,0.145,0.013000000000000001,0.025,330000.0
7374,57429.0,168.589996,0.049,0.02,Single Family Residential,0.145,0.013000000000000001,0.025,321400.0
7375,57429.0,178.120003,0.049,0.02,Single Family Residential,0.145,0.013000000000000001,0.025,339900.0
7376,60856.0,184.179993,0.045,0.021,Single Family Residential,0.134,0.006999999999999999,0.022000000000000002,325000.0
7377,60856.0,188.880005,0.045,0.021,Single Family Residential,0.134,0.006999999999999999,0.022000000000000002,364000.0
7378,60856.0,197.8499985,0.045,0.021,Single Family Residential,0.134,0.006999999999999999,0.022000000000000002,353000.0
7379,60856.0,203.25,0.045,0.021,Single Family Residential,0.134,0.006999999999999999,0.022000000000000002,381000.0
7380,61497.0,206.100006,0.037000000000000005,0.027999999999999997,Single Family Residential,0.11599999999999999,0.005,0.021,370000.0
7381,61497.0,210.5,0.037000000000000005,0.027999999999999997,Single Family Residential,0.11599999999999999,0.005,0.021,412500.0
7382,61497.0,206.754997,0.037000000000000005,0.027999999999999997,Single Family Residential,0.11599999999999999,0.005,0.021,379250.0
7383,61497.0,205.774994,0.037000000000000005,0.027999999999999997,Single Family Residential,0.11599999999999999,0.005,0.021,394500.0
7384,62992.0,193.660004,0.032,0.033,Single Family Residential,0.11699999999999999,0.003,0.018000000000000002,414500.0
7385,62992.0,207.8600005,0.032,0.033,Single Family Residential,0.11699999999999999,0.003,0.018000000000000002,430000.0
7386,62992.0,216.6449965,0.032,0.033,Single Family Residential,0.11699999999999999,0.003,0.018000000000000002,425000.0
7387,62992.0,217.869995,0.032,0.033,Single Family Residential,0.11699999999999999,0.003,0.018000000000000002,440000.0
7388,65709.0,233.7149965,0.026000000000000002,0.04,Single Family Residential,0.10800000000000001,0.003,0.023,421250.0
7389,65709.0,239.699997,0.026000000000000002,0.04,Single Family Residential,0.10800000000000001,0.003,0.023,459000.0
7390,65709.0,246.899994,0.026000000000000002,0.04,Single Family Residential,0.10800000000000001,0.003,0.023,467000.0
7391,65709.0,258.450012,0.026000000000000002,0.04,Single Family Residential,0.10800000000000001,0.003,0.023,447000.0
7392,70489.0,273.109985,0.02,0.045,Single Family Residential,0.111,0.004,0.031,450000.0
7393,70489.0,270.970001,0.02,0.045,Single Family Residential,0.111,0.004,0.031,479500.0
7394,70489.0,285.070007,0.02,0.045,Single Family Residential,0.111,0.004,0.031,449500.0
7395,70489.0,271.890015,0.02,0.045,Single Family Residential,0.111,0.004,0.031,488925.0
7396,76716.0,274.459991,0.03,0.042,Single Family Residential,0.109,0.004,0.027999999999999997,450000.0
7397,76716.0,288.570007,0.03,0.042,Single Family Residential,0.109,0.004,0.027999999999999997,507438.0
7398,76716.0,297.18000750000004,0.03,0.042,Single Family Residential,0.109,0.004,0.027999999999999997,475000.0
7399,76716.0,309.324997,0.03,0.042,Single Family Residential,0.109,0.004,0.027999999999999997,505500.0
7400,77560.0,323.57000750000003,0.049,0.032,Single Family Residential,0.105,0.003,0.022000000000000002,530000.0
7401,77560.0,292.5,0.049,0.032,Single Family Residential,0.105,0.003,0.022000000000000002,526050.0
7402,77560.0,332.5849915,0.049,0.032,Single Family Residential,0.105,0.003,0.022000000000000002,580500.0
7403,77560.0,356.475006,0.049,0.032,Single Family Residential,0.105,0.003,0.022000000000000002,631500.0
7404,77560.0,387.029999,0.049,0.032,Single Family Residential,0.105,0.003,0.022000000000000002,650000.0
7405,77560.0,417.609985,0.049,0.032,Single Family Residential,0.105,0.003,0.022000000000000002,768250.0
7406,77560.0,441.2749940000001,0.049,0.032,Single Family Residential,0.105,0.003,0.022000000000000002,746750.0
7407,77560.0,463.2099915,0.049,0.032,Single Family Residential,0.105,0.003,0.022000000000000002,734997.5
7408,55156.0,135.479996,0.057999999999999996,0.019,Townhouse,0.151,0.013000000000000001,0.022000000000000002,185900.0
7409,57429.0,151.4749985,0.049,0.02,Townhouse,0.145,0.013000000000000001,0.025,274257.5
7410,57429.0,161.31999950000002,0.049,0.02,Townhouse,0.145,0.013000000000000001,0.025,260000.0
7411,57429.0,168.589996,0.049,0.02,Townhouse,0.145,0.013000000000000001,0.025,395000.0
7412,60856.0,184.179993,0.045,0.021,Townhouse,0.134,0.006999999999999999,0.022000000000000002,194000.0
7413,60856.0,188.880005,0.045,0.021,Townhouse,0.134,0.006999999999999999,0.022000000000000002,224750.0
7414,60856.0,197.8499985,0.045,0.021,Townhouse,0.134,0.006999999999999999,0.022000000000000002,229000.0
7415,60856.0,203.25,0.045,0.021,Townhouse,0.134,0.006999999999999999,0.022000000000000002,230000.0
7416,61497.0,206.100006,0.037000000000000005,0.027999999999999997,Townhouse,0.11599999999999999,0.005,0.021,240000.0
7417,61497.0,210.5,0.037000000000000005,0.027999999999999997,Townhouse,0.11599999999999999,0.005,0.021,415000.0
7418,61497.0,206.754997,0.037000000000000005,0.027999999999999997,Townhouse,0.11599999999999999,0.005,0.021,279500.0
7419,70489.0,271.890015,0.02,0.045,Townhouse,0.111,0.004,0.031,222000.0
7420,77560.0,292.5,0.049,0.032,Townhouse,0.105,0.003,0.022000000000000002,293500.0
7421,77560.0,332.5849915,0.049,0.032,Townhouse,0.105,0.003,0.022000000000000002,385000.0
7422,77560.0,387.029999,0.049,0.032,Townhouse,0.105,0.003,0.022000000000000002,327500.0
7423,77560.0,417.609985,0.049,0.032,Townhouse,0.105,0.003,0.022000000000000002,465000.0
7424,77560.0,441.2749940000001,0.049,0.032,Townhouse,0.105,0.003,0.022000000000000002,524500.0
7425,77560.0,463.2099915,0.049,0.032,Townhouse,0.105,0.003,0.022000000000000002,425000.0
7426,41792.0,135.360001,0.099,0.032,All Residential,0.231,0.008,0.042,121207.5
7427,41792.0,135.479996,0.099,0.032,All Residential,0.231,0.008,0.042,135500.0
7428,41792.0,140.78999299999995,0.099,0.032,All Residential,0.231,0.008,0.042,133000.0
7429,41792.0,142.1349945,0.099,0.032,All Residential,0.231,0.008,0.042,147950.0
7430,43537.0,151.4749985,0.096,0.033,All Residential,0.20199999999999999,0.011000000000000001,0.04,140000.0
7431,43537.0,161.31999950000002,0.096,0.033,All Residential,0.20199999999999999,0.011000000000000001,0.04,156000.0
7432,43537.0,168.589996,0.096,0.033,All Residential,0.20199999999999999,0.011000000000000001,0.04,159110.0
7433,43537.0,178.120003,0.096,0.033,All Residential,0.20199999999999999,0.011000000000000001,0.04,164450.0
7434,44476.0,184.179993,0.08900000000000001,0.028999999999999998,All Residential,0.19399999999999998,0.013999999999999999,0.046,165900.0
7435,44476.0,188.880005,0.08900000000000001,0.028999999999999998,All Residential,0.19399999999999998,0.013999999999999999,0.046,175000.0
7436,44476.0,197.8499985,0.08900000000000001,0.028999999999999998,All Residential,0.19399999999999998,0.013999999999999999,0.046,164750.0
7437,44476.0,203.25,0.08900000000000001,0.028999999999999998,All Residential,0.19399999999999998,0.013999999999999999,0.046,175200.0
7438,43979.0,206.100006,0.076,0.034,All Residential,0.163,0.013999999999999999,0.043,180625.0
7439,43979.0,210.5,0.076,0.034,All Residential,0.163,0.013999999999999999,0.043,211000.0
7440,43979.0,206.754997,0.076,0.034,All Residential,0.163,0.013999999999999999,0.043,215000.0
7441,43979.0,205.774994,0.076,0.034,All Residential,0.163,0.013999999999999999,0.043,225000.0
7442,47244.0,193.660004,0.053,0.037000000000000005,All Residential,0.156,0.016,0.039,212500.0
7443,47244.0,207.8600005,0.053,0.037000000000000005,All Residential,0.156,0.016,0.039,255700.0
7444,47244.0,216.6449965,0.053,0.037000000000000005,All Residential,0.156,0.016,0.039,238750.0
7445,47244.0,217.869995,0.053,0.037000000000000005,All Residential,0.156,0.016,0.039,229000.0
7446,50018.0,233.7149965,0.045,0.037000000000000005,All Residential,0.142,0.02,0.04,250000.0
7447,50018.0,239.699997,0.045,0.037000000000000005,All Residential,0.142,0.02,0.04,262000.0
7448,50018.0,246.899994,0.045,0.037000000000000005,All Residential,0.142,0.02,0.04,235000.0
7449,50018.0,258.450012,0.045,0.037000000000000005,All Residential,0.142,0.02,0.04,243750.0
7450,53547.0,273.109985,0.04,0.039,All Residential,0.131,0.016,0.045,288500.0
7451,53547.0,270.970001,0.04,0.039,All Residential,0.131,0.016,0.045,303000.0
7452,53547.0,285.070007,0.04,0.039,All Residential,0.131,0.016,0.045,275000.0
7453,53547.0,271.890015,0.04,0.039,All Residential,0.131,0.016,0.045,262000.0
7454,55074.0,274.459991,0.039,0.042,All Residential,0.14300000000000002,0.013999999999999999,0.046,285000.0
7455,55074.0,288.570007,0.039,0.042,All Residential,0.14300000000000002,0.013999999999999999,0.046,321650.0
7456,55074.0,297.18000750000004,0.039,0.042,All Residential,0.14300000000000002,0.013999999999999999,0.046,290000.0
7457,55074.0,309.324997,0.039,0.042,All Residential,0.14300000000000002,0.013999999999999999,0.046,306500.0
7458,60769.0,323.57000750000003,0.052000000000000005,0.036000000000000004,All Residential,0.156,0.016,0.045,327350.0
7459,60769.0,292.5,0.052000000000000005,0.036000000000000004,All Residential,0.156,0.016,0.045,355000.0
7460,60769.0,332.5849915,0.052000000000000005,0.036000000000000004,All Residential,0.156,0.016,0.045,350000.0
7461,60769.0,356.475006,0.052000000000000005,0.036000000000000004,All Residential,0.156,0.016,0.045,369500.0
7462,60769.0,387.029999,0.052000000000000005,0.036000000000000004,All Residential,0.156,0.016,0.045,420000.0
7463,60769.0,417.609985,0.052000000000000005,0.036000000000000004,All Residential,0.156,0.016,0.045,453000.0
7464,60769.0,441.2749940000001,0.052000000000000005,0.036000000000000004,All Residential,0.156,0.016,0.045,415000.0
7465,60769.0,463.2099915,0.052000000000000005,0.036000000000000004,All Residential,0.156,0.016,0.045,450000.0
7466,41792.0,135.360001,0.099,0.032,Condo/Co-op,0.231,0.008,0.042,65000.0
7467,41792.0,135.479996,0.099,0.032,Condo/Co-op,0.231,0.008,0.042,80650.0
7468,41792.0,140.78999299999995,0.099,0.032,Condo/Co-op,0.231,0.008,0.042,83025.0
7469,41792.0,142.1349945,0.099,0.032,Condo/Co-op,0.231,0.008,0.042,87999.0
7470,43537.0,151.4749985,0.096,0.033,Condo/Co-op,0.20199999999999999,0.011000000000000001,0.04,89950.0
7471,43537.0,161.31999950000002,0.096,0.033,Condo/Co-op,0.20199999999999999,0.011000000000000001,0.04,110635.0
7472,43537.0,168.589996,0.096,0.033,Condo/Co-op,0.20199999999999999,0.011000000000000001,0.04,101000.0
7473,43537.0,178.120003,0.096,0.033,Condo/Co-op,0.20199999999999999,0.011000000000000001,0.04,117250.0
7474,44476.0,184.179993,0.08900000000000001,0.028999999999999998,Condo/Co-op,0.19399999999999998,0.013999999999999999,0.046,113000.0
7475,44476.0,188.880005,0.08900000000000001,0.028999999999999998,Condo/Co-op,0.19399999999999998,0.013999999999999999,0.046,98000.0
7476,44476.0,197.8499985,0.08900000000000001,0.028999999999999998,Condo/Co-op,0.19399999999999998,0.013999999999999999,0.046,112000.0
7477,44476.0,203.25,0.08900000000000001,0.028999999999999998,Condo/Co-op,0.19399999999999998,0.013999999999999999,0.046,115000.0
7478,43979.0,206.100006,0.076,0.034,Condo/Co-op,0.163,0.013999999999999999,0.043,107000.0
7479,43979.0,210.5,0.076,0.034,Condo/Co-op,0.163,0.013999999999999999,0.043,118400.0
7480,43979.0,206.754997,0.076,0.034,Condo/Co-op,0.163,0.013999999999999999,0.043,118506.0
7481,43979.0,205.774994,0.076,0.034,Condo/Co-op,0.163,0.013999999999999999,0.043,127500.0
7482,47244.0,193.660004,0.053,0.037000000000000005,Condo/Co-op,0.156,0.016,0.039,95500.0
7483,47244.0,207.8600005,0.053,0.037000000000000005,Condo/Co-op,0.156,0.016,0.039,129900.0
7484,47244.0,216.6449965,0.053,0.037000000000000005,Condo/Co-op,0.156,0.016,0.039,118875.0
7485,47244.0,217.869995,0.053,0.037000000000000005,Condo/Co-op,0.156,0.016,0.039,138250.0
7486,50018.0,233.7149965,0.045,0.037000000000000005,Condo/Co-op,0.142,0.02,0.04,130000.0
7487,50018.0,239.699997,0.045,0.037000000000000005,Condo/Co-op,0.142,0.02,0.04,127500.0
7488,50018.0,246.899994,0.045,0.037000000000000005,Condo/Co-op,0.142,0.02,0.04,150000.0
7489,50018.0,258.450012,0.045,0.037000000000000005,Condo/Co-op,0.142,0.02,0.04,154750.0
7490,53547.0,273.109985,0.04,0.039,Condo/Co-op,0.131,0.016,0.045,149750.0
7491,53547.0,270.970001,0.04,0.039,Condo/Co-op,0.131,0.016,0.045,155800.0
7492,53547.0,285.070007,0.04,0.039,Condo/Co-op,0.131,0.016,0.045,165000.0
7493,53547.0,271.890015,0.04,0.039,Condo/Co-op,0.131,0.016,0.045,172250.0
7494,55074.0,274.459991,0.039,0.042,Condo/Co-op,0.14300000000000002,0.013999999999999999,0.046,177500.0
7495,55074.0,288.570007,0.039,0.042,Condo/Co-op,0.14300000000000002,0.013999999999999999,0.046,180000.0
7496,55074.0,297.18000750000004,0.039,0.042,Condo/Co-op,0.14300000000000002,0.013999999999999999,0.046,177000.0
7497,55074.0,309.324997,0.039,0.042,Condo/Co-op,0.14300000000000002,0.013999999999999999,0.046,207500.0
7498,60769.0,323.57000750000003,0.052000000000000005,0.036000000000000004,Condo/Co-op,0.156,0.016,0.045,185000.0
7499,60769.0,292.5,0.052000000000000005,0.036000000000000004,Condo/Co-op,0.156,0.016,0.045,183500.0
7500,60769.0,332.5849915,0.052000000000000005,0.036000000000000004,Condo/Co-op,0.156,0.016,0.045,203250.0
7501,60769.0,356.475006,0.052000000000000005,0.036000000000000004,Condo/Co-op,0.156,0.016,0.045,200000.0
7502,60769.0,387.029999,0.052000000000000005,0.036000000000000004,Condo/Co-op,0.156,0.016,0.045,182200.0
7503,60769.0,417.609985,0.052000000000000005,0.036000000000000004,Condo/Co-op,0.156,0.016,0.045,266000.0
7504,60769.0,441.2749940000001,0.052000000000000005,0.036000000000000004,Condo/Co-op,0.156,0.016,0.045,285000.0
7505,60769.0,463.2099915,0.052000000000000005,0.036000000000000004,Condo/Co-op,0.156,0.016,0.045,287000.0
7506,41792.0,135.360001,0.099,0.032,Multi-Family (2-4 Unit),0.231,0.008,0.042,147000.0
7507,41792.0,135.479996,0.099,0.032,Multi-Family (2-4 Unit),0.231,0.008,0.042,146650.0
7508,41792.0,140.78999299999995,0.099,0.032,Multi-Family (2-4 Unit),0.231,0.008,0.042,136500.0
7509,41792.0,142.1349945,0.099,0.032,Multi-Family (2-4 Unit),0.231,0.008,0.042,146500.0
7510,43537.0,151.4749985,0.096,0.033,Multi-Family (2-4 Unit),0.20199999999999999,0.011000000000000001,0.04,152750.0
7511,43537.0,161.31999950000002,0.096,0.033,Multi-Family (2-4 Unit),0.20199999999999999,0.011000000000000001,0.04,175000.0
7512,43537.0,168.589996,0.096,0.033,Multi-Family (2-4 Unit),0.20199999999999999,0.011000000000000001,0.04,172200.0
7513,43537.0,178.120003,0.096,0.033,Multi-Family (2-4 Unit),0.20199999999999999,0.011000000000000001,0.04,162750.0
7514,44476.0,184.179993,0.08900000000000001,0.028999999999999998,Multi-Family (2-4 Unit),0.19399999999999998,0.013999999999999999,0.046,172375.0
7515,44476.0,188.880005,0.08900000000000001,0.028999999999999998,Multi-Family (2-4 Unit),0.19399999999999998,0.013999999999999999,0.046,180000.0
7516,44476.0,197.8499985,0.08900000000000001,0.028999999999999998,Multi-Family (2-4 Unit),0.19399999999999998,0.013999999999999999,0.046,175000.0
7517,44476.0,203.25,0.08900000000000001,0.028999999999999998,Multi-Family (2-4 Unit),0.19399999999999998,0.013999999999999999,0.046,198600.0
7518,43979.0,206.100006,0.076,0.034,Multi-Family (2-4 Unit),0.163,0.013999999999999999,0.043,180000.0
7519,43979.0,210.5,0.076,0.034,Multi-Family (2-4 Unit),0.163,0.013999999999999999,0.043,191000.0
7520,43979.0,206.754997,0.076,0.034,Multi-Family (2-4 Unit),0.163,0.013999999999999999,0.043,216000.0
7521,43979.0,205.774994,0.076,0.034,Multi-Family (2-4 Unit),0.163,0.013999999999999999,0.043,245000.0
7522,47244.0,193.660004,0.053,0.037000000000000005,Multi-Family (2-4 Unit),0.156,0.016,0.039,231875.0
7523,47244.0,207.8600005,0.053,0.037000000000000005,Multi-Family (2-4 Unit),0.156,0.016,0.039,284000.0
7524,47244.0,216.6449965,0.053,0.037000000000000005,Multi-Family (2-4 Unit),0.156,0.016,0.039,325000.0
7525,47244.0,217.869995,0.053,0.037000000000000005,Multi-Family (2-4 Unit),0.156,0.016,0.039,305000.0
7526,50018.0,233.7149965,0.045,0.037000000000000005,Multi-Family (2-4 Unit),0.142,0.02,0.04,355000.0
7527,50018.0,239.699997,0.045,0.037000000000000005,Multi-Family (2-4 Unit),0.142,0.02,0.04,285000.0
7528,50018.0,246.899994,0.045,0.037000000000000005,Multi-Family (2-4 Unit),0.142,0.02,0.04,310000.0
7529,50018.0,258.450012,0.045,0.037000000000000005,Multi-Family (2-4 Unit),0.142,0.02,0.04,325000.0
7530,53547.0,273.109985,0.04,0.039,Multi-Family (2-4 Unit),0.131,0.016,0.045,322000.0
7531,53547.0,270.970001,0.04,0.039,Multi-Family (2-4 Unit),0.131,0.016,0.045,325000.0
7532,53547.0,285.070007,0.04,0.039,Multi-Family (2-4 Unit),0.131,0.016,0.045,305000.0
7533,53547.0,271.890015,0.04,0.039,Multi-Family (2-4 Unit),0.131,0.016,0.045,352500.0
7534,55074.0,274.459991,0.039,0.042,Multi-Family (2-4 Unit),0.14300000000000002,0.013999999999999999,0.046,307500.0
7535,55074.0,288.570007,0.039,0.042,Multi-Family (2-4 Unit),0.14300000000000002,0.013999999999999999,0.046,333000.0
7536,55074.0,297.18000750000004,0.039,0.042,Multi-Family (2-4 Unit),0.14300000000000002,0.013999999999999999,0.046,327000.0
7537,55074.0,309.324997,0.039,0.042,Multi-Family (2-4 Unit),0.14300000000000002,0.013999999999999999,0.046,392500.0
7538,60769.0,323.57000750000003,0.052000000000000005,0.036000000000000004,Multi-Family (2-4 Unit),0.156,0.016,0.045,334700.0
7539,60769.0,292.5,0.052000000000000005,0.036000000000000004,Multi-Family (2-4 Unit),0.156,0.016,0.045,429900.0
7540,60769.0,332.5849915,0.052000000000000005,0.036000000000000004,Multi-Family (2-4 Unit),0.156,0.016,0.045,410000.0
7541,60769.0,356.475006,0.052000000000000005,0.036000000000000004,Multi-Family (2-4 Unit),0.156,0.016,0.045,422000.0
7542,60769.0,387.029999,0.052000000000000005,0.036000000000000004,Multi-Family (2-4 Unit),0.156,0.016,0.045,383000.0
7543,60769.0,417.609985,0.052000000000000005,0.036000000000000004,Multi-Family (2-4 Unit),0.156,0.016,0.045,415000.0
7544,60769.0,441.2749940000001,0.052000000000000005,0.036000000000000004,Multi-Family (2-4 Unit),0.156,0.016,0.045,482000.0
7545,60769.0,463.2099915,0.052000000000000005,0.036000000000000004,Multi-Family (2-4 Unit),0.156,0.016,0.045,519900.0
7546,41792.0,135.360001,0.099,0.032,Single Family Residential,0.231,0.008,0.042,137500.0
7547,41792.0,135.479996,0.099,0.032,Single Family Residential,0.231,0.008,0.042,156500.0
7548,41792.0,140.78999299999995,0.099,0.032,Single Family Residential,0.231,0.008,0.042,149900.0
7549,41792.0,142.1349945,0.099,0.032,Single Family Residential,0.231,0.008,0.042,161750.0
7550,43537.0,151.4749985,0.096,0.033,Single Family Residential,0.20199999999999999,0.011000000000000001,0.04,166500.0
7551,43537.0,161.31999950000002,0.096,0.033,Single Family Residential,0.20199999999999999,0.011000000000000001,0.04,161000.0
7552,43537.0,168.589996,0.096,0.033,Single Family Residential,0.20199999999999999,0.011000000000000001,0.04,174250.0
7553,43537.0,178.120003,0.096,0.033,Single Family Residential,0.20199999999999999,0.011000000000000001,0.04,185000.0
7554,44476.0,184.179993,0.08900000000000001,0.028999999999999998,Single Family Residential,0.19399999999999998,0.013999999999999999,0.046,207750.0
7555,44476.0,188.880005,0.08900000000000001,0.028999999999999998,Single Family Residential,0.19399999999999998,0.013999999999999999,0.046,195000.0
7556,44476.0,197.8499985,0.08900000000000001,0.028999999999999998,Single Family Residential,0.19399999999999998,0.013999999999999999,0.046,184385.0
7557,44476.0,203.25,0.08900000000000001,0.028999999999999998,Single Family Residential,0.19399999999999998,0.013999999999999999,0.046,203554.0
7558,43979.0,206.100006,0.076,0.034,Single Family Residential,0.163,0.013999999999999999,0.043,235600.0
7559,43979.0,210.5,0.076,0.034,Single Family Residential,0.163,0.013999999999999999,0.043,235000.0
7560,43979.0,206.754997,0.076,0.034,Single Family Residential,0.163,0.013999999999999999,0.043,238000.0
7561,43979.0,205.774994,0.076,0.034,Single Family Residential,0.163,0.013999999999999999,0.043,239900.0
7562,47244.0,193.660004,0.053,0.037000000000000005,Single Family Residential,0.156,0.016,0.039,250100.5
7563,47244.0,207.8600005,0.053,0.037000000000000005,Single Family Residential,0.156,0.016,0.039,272613.5
7564,47244.0,216.6449965,0.053,0.037000000000000005,Single Family Residential,0.156,0.016,0.039,259000.0
7565,47244.0,217.869995,0.053,0.037000000000000005,Single Family Residential,0.156,0.016,0.039,274900.0
7566,50018.0,233.7149965,0.045,0.037000000000000005,Single Family Residential,0.142,0.02,0.04,273700.0
7567,50018.0,239.699997,0.045,0.037000000000000005,Single Family Residential,0.142,0.02,0.04,305000.0
7568,50018.0,246.899994,0.045,0.037000000000000005,Single Family Residential,0.142,0.02,0.04,275250.0
7569,50018.0,258.450012,0.045,0.037000000000000005,Single Family Residential,0.142,0.02,0.04,292500.0
7570,53547.0,273.109985,0.04,0.039,Single Family Residential,0.131,0.016,0.045,324750.0
7571,53547.0,270.970001,0.04,0.039,Single Family Residential,0.131,0.016,0.045,318000.0
7572,53547.0,285.070007,0.04,0.039,Single Family Residential,0.131,0.016,0.045,310000.0
7573,53547.0,271.890015,0.04,0.039,Single Family Residential,0.131,0.016,0.045,305000.0
7574,55074.0,274.459991,0.039,0.042,Single Family Residential,0.14300000000000002,0.013999999999999999,0.046,315000.0
7575,55074.0,288.570007,0.039,0.042,Single Family Residential,0.14300000000000002,0.013999999999999999,0.046,349950.0
7576,55074.0,297.18000750000004,0.039,0.042,Single Family Residential,0.14300000000000002,0.013999999999999999,0.046,337228.0
7577,55074.0,309.324997,0.039,0.042,Single Family Residential,0.14300000000000002,0.013999999999999999,0.046,332500.0
7578,60769.0,323.57000750000003,0.052000000000000005,0.036000000000000004,Single Family Residential,0.156,0.016,0.045,352500.0
7579,60769.0,292.5,0.052000000000000005,0.036000000000000004,Single Family Residential,0.156,0.016,0.045,408000.0
7580,60769.0,332.5849915,0.052000000000000005,0.036000000000000004,Single Family Residential,0.156,0.016,0.045,400000.0
7581,60769.0,356.475006,0.052000000000000005,0.036000000000000004,Single Family Residential,0.156,0.016,0.045,395000.0
7582,60769.0,387.029999,0.052000000000000005,0.036000000000000004,Single Family Residential,0.156,0.016,0.045,462500.0
7583,60769.0,417.609985,0.052000000000000005,0.036000000000000004,Single Family Residential,0.156,0.016,0.045,538550.5
7584,60769.0,441.2749940000001,0.052000000000000005,0.036000000000000004,Single Family Residential,0.156,0.016,0.045,490000.0
7585,60769.0,463.2099915,0.052000000000000005,0.036000000000000004,Single Family Residential,0.156,0.016,0.045,500000.0
7586,41792.0,135.360001,0.099,0.032,Townhouse,0.231,0.008,0.042,67000.0
7587,41792.0,135.479996,0.099,0.032,Townhouse,0.231,0.008,0.042,87750.0
7588,41792.0,140.78999299999995,0.099,0.032,Townhouse,0.231,0.008,0.042,94500.0
7589,41792.0,142.1349945,0.099,0.032,Townhouse,0.231,0.008,0.042,79900.0
7590,43537.0,151.4749985,0.096,0.033,Townhouse,0.20199999999999999,0.011000000000000001,0.04,89750.0
7591,43537.0,161.31999950000002,0.096,0.033,Townhouse,0.20199999999999999,0.011000000000000001,0.04,93250.0
7592,43537.0,168.589996,0.096,0.033,Townhouse,0.20199999999999999,0.011000000000000001,0.04,90475.0
7593,43537.0,178.120003,0.096,0.033,Townhouse,0.20199999999999999,0.011000000000000001,0.04,115000.0
7594,44476.0,184.179993,0.08900000000000001,0.028999999999999998,Townhouse,0.19399999999999998,0.013999999999999999,0.046,109000.0
7595,44476.0,188.880005,0.08900000000000001,0.028999999999999998,Townhouse,0.19399999999999998,0.013999999999999999,0.046,118000.0
7596,44476.0,197.8499985,0.08900000000000001,0.028999999999999998,Townhouse,0.19399999999999998,0.013999999999999999,0.046,116500.0
7597,44476.0,203.25,0.08900000000000001,0.028999999999999998,Townhouse,0.19399999999999998,0.013999999999999999,0.046,132200.0
7598,43979.0,206.100006,0.076,0.034,Townhouse,0.163,0.013999999999999999,0.043,120750.0
7599,43979.0,210.5,0.076,0.034,Townhouse,0.163,0.013999999999999999,0.043,95000.0
7600,43979.0,206.754997,0.076,0.034,Townhouse,0.163,0.013999999999999999,0.043,143000.0
7601,43979.0,205.774994,0.076,0.034,Townhouse,0.163,0.013999999999999999,0.043,115500.0
7602,47244.0,193.660004,0.053,0.037000000000000005,Townhouse,0.156,0.016,0.039,144950.0
7603,47244.0,207.8600005,0.053,0.037000000000000005,Townhouse,0.156,0.016,0.039,142050.0
7604,47244.0,216.6449965,0.053,0.037000000000000005,Townhouse,0.156,0.016,0.039,142250.0
7605,47244.0,217.869995,0.053,0.037000000000000005,Townhouse,0.156,0.016,0.039,144000.0
7606,50018.0,239.699997,0.045,0.037000000000000005,Townhouse,0.142,0.02,0.04,141000.0
7607,50018.0,246.899994,0.045,0.037000000000000005,Townhouse,0.142,0.02,0.04,186250.0
7608,50018.0,258.450012,0.045,0.037000000000000005,Townhouse,0.142,0.02,0.04,167000.0
7609,53547.0,273.109985,0.04,0.039,Townhouse,0.131,0.016,0.045,182500.0
7610,53547.0,270.970001,0.04,0.039,Townhouse,0.131,0.016,0.045,176000.0
7611,53547.0,285.070007,0.04,0.039,Townhouse,0.131,0.016,0.045,140000.0
7612,53547.0,271.890015,0.04,0.039,Townhouse,0.131,0.016,0.045,190000.0
7613,55074.0,274.459991,0.039,0.042,Townhouse,0.14300000000000002,0.013999999999999999,0.046,174750.0
7614,55074.0,288.570007,0.039,0.042,Townhouse,0.14300000000000002,0.013999999999999999,0.046,191750.0
7615,55074.0,297.18000750000004,0.039,0.042,Townhouse,0.14300000000000002,0.013999999999999999,0.046,178000.0
7616,55074.0,309.324997,0.039,0.042,Townhouse,0.14300000000000002,0.013999999999999999,0.046,188500.0
7617,60769.0,323.57000750000003,0.052000000000000005,0.036000000000000004,Townhouse,0.156,0.016,0.045,155000.0
7618,60769.0,292.5,0.052000000000000005,0.036000000000000004,Townhouse,0.156,0.016,0.045,202500.0
7619,60769.0,332.5849915,0.052000000000000005,0.036000000000000004,Townhouse,0.156,0.016,0.045,190000.0
7620,60769.0,356.475006,0.052000000000000005,0.036000000000000004,Townhouse,0.156,0.016,0.045,240000.0
7621,60769.0,387.029999,0.052000000000000005,0.036000000000000004,Townhouse,0.156,0.016,0.045,180000.0
7622,60769.0,417.609985,0.052000000000000005,0.036000000000000004,Townhouse,0.156,0.016,0.045,280000.0
7623,60769.0,441.2749940000001,0.052000000000000005,0.036000000000000004,Townhouse,0.156,0.016,0.045,297000.0
7624,60769.0,463.2099915,0.052000000000000005,0.036000000000000004,Townhouse,0.156,0.016,0.045,288500.0
7625,65672.0,135.360001,0.066,0.037000000000000005,All Residential,0.133,0.011000000000000001,0.063,269850.0
