zipcode,year,mobility
98058,2017,0.10800000000000001
98058,2018,0.10099999999999999
98058,2019,0.095
98058,2020,0.094
98058,2021,0.0914
98058,2022,0.0879
98059,2011,0.134
98059,2012,0.133
98059,2013,0.132
98059,2014,0.13699999999999998
98059,2015,0.11
98059,2016,0.095
98059,2017,0.10300000000000001
98059,2018,0.087
98059,2019,0.083
98059,2020,0.079
98059,2021,0.0754
98059,2022,0.0683
98065,2011,0.11800000000000001
98065,2012,0.09300000000000001
98065,2013,0.096
98065,2014,0.09300000000000001
98065,2015,0.10800000000000001
98065,2016,0.10800000000000001
98065,2017,0.111
98065,2018,0.099
98065,2019,0.127
98065,2020,0.131
98065,2021,0.1141
98065,2022,0.1158
98068,2011,0.0
98068,2012,0.0
98068,2013,0.0
98068,2014,0.008
98068,2015,0.015
98068,2016,0.043
98068,2017,0.045
98068,2018,0.036000000000000004
98068,2019,0.034
98068,2020,0.054000000000000006
98068,2021,0.0383
98068,2022,0.0426
98070,2011,0.068
98070,2012,0.054000000000000006
98070,2013,0.057
98070,2014,0.057
98070,2015,0.061
98070,2016,0.057
98070,2017,0.09300000000000001
98070,2018,0.092
98070,2019,0.106
98070,2020,0.087
98070,2021,0.1193
98070,2022,0.1324
98072,2011,0.053
98072,2012,0.049
98072,2013,0.061
98072,2014,0.06
98072,2015,0.066
98072,2016,0.067
98072,2017,0.075
98072,2018,0.078
98072,2019,0.084
98072,2020,0.08199999999999999
98072,2021,0.0888
98072,2022,0.0939
98074,2011,0.053
98074,2012,0.045
98074,2013,0.048
98074,2014,0.048
98074,2015,0.051
98074,2016,0.055999999999999994
98074,2017,0.054000000000000006
98074,2018,0.057
98074,2019,0.051
98074,2020,0.048
98074,2021,0.05
98074,2022,0.0472
98075,2011,0.078
98075,2012,0.078
98075,2013,0.085
98075,2014,0.07400000000000001
98075,2015,0.064
98075,2016,0.061
98075,2017,0.067
98075,2018,0.064
98075,2019,0.07400000000000001
98075,2020,0.065
98075,2021,0.0735
98075,2022,0.073
98077,2011,0.061
98077,2012,0.062
98077,2013,0.046
98077,2014,0.039
98077,2015,0.027000000000000003
98077,2016,0.027000000000000003
98077,2017,0.027999999999999997
