,Zip Code,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
45,78737,0.07200000000000001,0.068,0.07400000000000001,0.055999999999999994,0.054000000000000006,0.049,0.045,0.042,0.048,0.053,0.048,0.048
46,78613,0.067,0.068,0.076,0.08900000000000001,0.083,0.078,0.079,0.067,0.066,0.059000000000000004,0.066,0.066
47,78615,0.09699999999999999,0.08199999999999999,0.078,0.077,0.013999999999999999,0.022000000000000002,0.025,0.067,0.071,0.026000000000000002,0.071,0.071
48,78634,0.040999999999999995,0.044000000000000004,0.049,0.052000000000000005,0.061,0.077,0.07,0.057999999999999996,0.059000000000000004,0.051,0.059,0.059
49,78641,0.048,0.054000000000000006,0.057999999999999996,0.06,0.062,0.076,0.073,0.055,0.051,0.06,0.051,0.051
50,78645,0.092,0.09300000000000001,0.11,0.105,0.087,0.054000000000000006,0.047,0.021,0.031,0.057,0.031,0.031
51,78653,0.040999999999999995,0.037000000000000005,0.036000000000000004,0.045,0.044000000000000004,0.055,0.055,0.039,0.038,0.039,0.038,0.038
52,78660,0.054000000000000006,0.038,0.036000000000000004,0.028999999999999998,0.035,0.033,0.037000000000000005,0.044000000000000004,0.044000000000000004,0.042,0.044,0.044
53,78664,0.08800000000000001,0.1,0.102,0.09300000000000001,0.094,0.08,0.07400000000000001,0.073,0.083,0.064,0.083,0.083
54,78701,0.052000000000000005,0.055,0.064,0.091,0.08,0.076,0.08199999999999999,0.07400000000000001,0.047,0.040999999999999995,0.047,0.047
55,78702,0.022000000000000002,0.028999999999999998,0.026000000000000002,0.03,0.031,0.028999999999999998,0.028999999999999998,0.027999999999999997,0.033,0.031,0.033,0.033
56,78703,0.032,0.033,0.032,0.036000000000000004,0.028999999999999998,0.027000000000000003,0.027000000000000003,0.022000000000000002,0.023,0.024,0.023,0.023
57,78704,0.06,0.054000000000000006,0.061,0.062,0.051,0.042,0.043,0.036000000000000004,0.032,0.035,0.032,0.032
58,78705,0.267,0.281,0.271,0.25,0.226,0.212,0.184,0.175,0.168,0.184,0.168,0.168
59,78712,0.248,0.498,0.45299999999999996,0.39899999999999997,0.406,0.473,0.39799999999999996,0.37799999999999995,0.345,0.298,0.345,0.345
60,78719,0.004,0.066,0.07,0.07,0.016,0.018000000000000002,0.018000000000000002,0.028999999999999998,0.035,0.027000000000000003,0.035,0.035
61,78721,0.026000000000000002,0.035,0.024,0.039,0.033,0.032,0.043,0.046,0.03,0.036000000000000004,0.03,0.03
62,78722,0.025,0.031,0.021,0.015,0.017,0.021,0.02,0.032,0.028999999999999998,0.028999999999999998,0.029,0.029
63,78723,0.025,0.021,0.028999999999999998,0.035,0.035,0.034,0.031,0.025,0.022000000000000002,0.023,0.022,0.022
64,78724,0.034,0.032,0.036000000000000004,0.037000000000000005,0.033,0.033,0.034,0.03,0.032,0.035,0.032,0.032
65,78725,0.016,0.024,0.025,0.006999999999999999,0.006,0.008,0.011000000000000001,0.009000000000000001,0.03,0.031,0.03,0.03
66,78726,0.071,0.07400000000000001,0.08199999999999999,0.079,0.086,0.083,0.096,0.078,0.08199999999999999,0.11199999999999999,0.082,0.082
67,78727,0.062,0.07200000000000001,0.068,0.07200000000000001,0.073,0.063,0.062,0.049,0.044000000000000004,0.040999999999999995,0.044,0.044
68,78728,0.141,0.136,0.127,0.126,0.107,0.087,0.09699999999999999,0.08,0.065,0.054000000000000006,0.065,0.065
69,78729,0.135,0.138,0.139,0.149,0.121,0.127,0.11599999999999999,0.102,0.08800000000000001,0.09699999999999999,0.088,0.088
70,78730,0.032,0.04,0.036000000000000004,0.035,0.028999999999999998,0.035,0.040999999999999995,0.043,0.04,0.034,0.04,0.04
71,78731,0.034,0.033,0.035,0.03,0.035,0.042,0.04,0.043,0.038,0.034,0.038,0.038
72,78732,0.026000000000000002,0.055,0.048,0.051,0.047,0.040999999999999995,0.018000000000000002,0.015,0.012,0.038,0.012,0.012
73,78733,0.036000000000000004,0.039,0.032,0.022000000000000002,0.027999999999999997,0.023,0.018000000000000002,0.015,0.013999999999999999,0.011000000000000001,0.014,0.014
74,78734,0.021,0.025,0.023,0.02,0.018000000000000002,0.023,0.013000000000000001,0.02,0.03,0.02,0.03,0.03
75,78735,0.065,0.067,0.042,0.02,0.026000000000000002,0.03,0.027000000000000003,0.028999999999999998,0.037000000000000005,0.044000000000000004,0.037,0.037
76,78738,0.05,0.048,0.043,0.03,0.017,0.022000000000000002,0.033,0.04,0.05,0.062,0.05,0.05
77,78739,0.033,0.028999999999999998,0.027000000000000003,0.03,0.027999999999999997,0.019,0.013000000000000001,0.012,0.009000000000000001,0.008,0.009,0.009
78,78741,0.061,0.063,0.068,0.062,0.059000000000000004,0.061,0.06,0.055999999999999994,0.066,0.069,0.066,0.066
79,78742,0.012,0.042,0.051,0.067,0.046,0.059000000000000004,0.037000000000000005,0.025,0.036000000000000004,0.03,0.036,0.036
80,78744,0.028999999999999998,0.027000000000000003,0.025,0.027999999999999997,0.026000000000000002,0.027999999999999997,0.032,0.028999999999999998,0.023,0.035,0.023,0.023
81,78745,0.045,0.048,0.045,0.037000000000000005,0.040999999999999995,0.034,0.024,0.021,0.021,0.016,0.021,0.021
82,78746,0.026000000000000002,0.023,0.027999999999999997,0.025,0.023,0.022000000000000002,0.021,0.018000000000000002,0.021,0.024,0.021,0.021
83,78747,0.019,0.018000000000000002,0.021,0.025,0.025,0.027999999999999997,0.027999999999999997,0.018000000000000002,0.017,0.013999999999999999,0.017,0.017
84,78748,0.04,0.034,0.039,0.039,0.039,0.031,0.03,0.026000000000000002,0.025,0.025,0.025,0.025
85,78749,0.035,0.039,0.035,0.039,0.044000000000000004,0.052000000000000005,0.047,0.04,0.027999999999999997,0.024,0.028,0.028
86,78750,0.078,0.068,0.069,0.081,0.085,0.076,0.075,0.075,0.059000000000000004,0.054000000000000006,0.059,0.059
87,78751,0.065,0.052000000000000005,0.046,0.066,0.06,0.055999999999999994,0.048,0.052000000000000005,0.057,0.076,0.057,0.057
88,78752,0.043,0.045,0.036000000000000004,0.037000000000000005,0.036000000000000004,0.037000000000000005,0.025,0.027999999999999997,0.036000000000000004,0.038,0.036,0.036
89,78753,0.034,0.031,0.027999999999999997,0.036000000000000004,0.033,0.034,0.037000000000000005,0.040999999999999995,0.039,0.037000000000000005,0.039,0.039
90,78754,0.044000000000000004,0.044000000000000004,0.032,0.03,0.028999999999999998,0.031,0.037000000000000005,0.047,0.043,0.051,0.043,0.043
91,78756,0.022000000000000002,0.017,0.024,0.024,0.024,0.028999999999999998,0.038,0.052000000000000005,0.059000000000000004,0.057999999999999996,0.059,0.059
92,78757,0.023,0.022000000000000002,0.025,0.022000000000000002,0.021,0.018000000000000002,0.023,0.031,0.027999999999999997,0.022000000000000002,0.028,0.028
93,78758,0.042,0.042,0.04,0.046,0.043,0.039,0.04,0.045,0.046,0.045,0.046,0.046
94,78759,0.067,0.063,0.062,0.052000000000000005,0.038,0.036000000000000004,0.037000000000000005,0.045,0.046,0.039,0.046,0.046
95,76511,0.127,0.163,0.19,0.19699999999999998,0.2,0.184,0.14800000000000002,0.10400000000000001,0.081,0.063,0.081,0.081
96,76530,0.047,0.066,0.069,0.066,0.08,0.07,0.055,0.03,0.023,0.04,0.023,0.023
97,76537,0.038,0.043,0.04,0.057,0.049,0.04,0.04,0.055,0.04,0.023,0.04,0.04
98,76573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,76574,0.037000000000000005,0.044000000000000004,0.04,0.039,0.051,0.054000000000000006,0.044000000000000004,0.040999999999999995,0.054000000000000006,0.040999999999999995,0.054,0.054
100,76577,0.046,0.027999999999999997,0.043,0.08199999999999999,0.096,0.102,0.076,0.059000000000000004,0.024,0.013000000000000001,0.024,0.024
101,76578,0.005,0.015,0.019,0.026000000000000002,0.036000000000000004,0.033,0.064,0.086,0.066,0.08800000000000001,0.066,0.066
102,78626,0.055,0.05,0.057999999999999996,0.052000000000000005,0.052000000000000005,0.046,0.046,0.043,0.057,0.077,0.057,0.057
103,78628,0.033,0.032,0.027000000000000003,0.024,0.026000000000000002,0.037000000000000005,0.037000000000000005,0.037000000000000005,0.042,0.040999999999999995,0.042,0.042
104,78633,0.046,0.048,0.054000000000000006,0.038,0.038,0.035,0.034,0.032,0.035,0.033,0.035,0.035
105,78665,0.073,0.07,0.055999999999999994,0.061,0.057,0.053,0.054000000000000006,0.055999999999999994,0.052000000000000005,0.055,0.052,0.052
106,78681,0.071,0.067,0.052000000000000005,0.042,0.042,0.04,0.033,0.036000000000000004,0.036000000000000004,0.04,0.036,0.036
107,78717,0.079,0.064,0.069,0.067,0.069,0.067,0.069,0.07,0.063,0.057,0.063,0.063
